relative_audio_path,speaker_id,speaker_label,final_split,filename_group,duplicate_group,manifest_version
2/aug_train-00061-of-00803_832.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_833.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_834.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_835.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_836.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_837.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_838.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_839.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_841.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_842.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_843.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_846.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_847.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_848.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_849.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_851.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_852.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_853.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_856.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_862.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_863.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_866.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_871.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_885.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_886.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_889.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_893.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_895.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_902.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_903.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_904.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_905.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_906.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_907.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_908.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_909.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_910.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_913.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_916.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_919.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_921.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_922.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_923.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_926.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_930.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_932.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_933.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_937.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_938.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_942.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_943.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_944.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_945.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_947.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_950.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_953.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_955.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_957.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_961.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_964.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_967.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_970.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_974.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_980.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_983.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_984.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_988.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_990.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_992.wav,2,0,train,train,,v2
2/aug_train-00061-of-00803_994.wav,2,0,train,train,,v2
3/aug_train-00063-of-00803_1000.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1001.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1003.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1005.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1006.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1011.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1012.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1020.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1021.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1022.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1029.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1031.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1035.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1041.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1045.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1046.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1047.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1048.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1049.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1051.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1055.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1056.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1058.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1059.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1060.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1061.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1068.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1069.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1070.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1072.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1074.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1075.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1077.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1080.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1081.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1084.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1086.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1087.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1088.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1090.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1091.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1096.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1097.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1099.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1106.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1107.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1108.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1109.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1111.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1112.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1113.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1116.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1117.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1118.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1119.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1120.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1125.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1128.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1129.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1130.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1132.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1134.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1136.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1137.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1139.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1144.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1157.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1158.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1161.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1162.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1168.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1169.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1170.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1172.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1174.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1177.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1181.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1182.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1184.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1186.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1187.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1194.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1196.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1197.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1199.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1201.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1204.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1205.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1209.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1210.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1211.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1214.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1215.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1218.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1220.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1226.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1227.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1232.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1233.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1234.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1237.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1239.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1242.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1243.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1244.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1247.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1249.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1250.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1255.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1258.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1265.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1266.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1268.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1269.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1270.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1275.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1276.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1277.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1278.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1279.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1280.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1281.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1283.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1285.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1286.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1287.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1288.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1289.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1294.wav,3,1,train,train,,v2
3/aug_train-00063-of-00803_1298.wav,3,1,train,train,,v2
3/aug_train-00064-of-00803_10.wav,3,1,train,train,,v2
3/aug_train-00064-of-00803_17.wav,3,1,train,train,,v2
3/aug_train-00064-of-00803_21.wav,3,1,train,train,,v2
3/aug_train-00064-of-00803_23.wav,3,1,train,train,,v2
3/aug_train-00064-of-00803_24.wav,3,1,train,train,,v2
3/aug_train-00064-of-00803_26.wav,3,1,train,train,,v2
3/aug_train-00064-of-00803_29.wav,3,1,train,train,,v2
3/aug_train-00064-of-00803_31.wav,3,1,train,train,,v2
3/aug_train-00064-of-00803_34.wav,3,1,train,train,,v2
3/aug_train-00064-of-00803_36.wav,3,1,train,train,,v2
3/aug_train-00064-of-00803_38.wav,3,1,train,train,,v2
3/aug_train-00064-of-00803_4.wav,3,1,train,train,,v2
3/aug_train-00064-of-00803_40.wav,3,1,train,train,,v2
3/aug_train-00064-of-00803_41.wav,3,1,train,train,,v2
3/aug_train-00064-of-00803_42.wav,3,1,train,train,,v2
3/aug_train-00064-of-00803_45.wav,3,1,train,train,,v2
3/aug_train-00064-of-00803_5.wav,3,1,train,train,,v2
3/aug_train-00064-of-00803_51.wav,3,1,train,train,,v2
3/aug_train-00064-of-00803_52.wav,3,1,train,train,,v2
3/aug_train-00064-of-00803_6.wav,3,1,train,train,,v2
3/aug_train-00064-of-00803_60.wav,3,1,train,train,,v2
3/aug_train-00064-of-00803_7.wav,3,1,train,train,,v2
3/aug_train-00064-of-00803_9.wav,3,1,train,train,,v2
4/aug_train-00098-of-00803_1155.wav,4,2,train,train,,v2
4/aug_train-00098-of-00803_1156.wav,4,2,train,train,,v2
4/aug_train-00098-of-00803_1158.wav,4,2,train,train,,v2
4/aug_train-00098-of-00803_1159.wav,4,2,train,train,,v2
4/aug_train-00098-of-00803_1160.wav,4,2,train,train,,v2
4/aug_train-00098-of-00803_1161.wav,4,2,train,train,,v2
4/aug_train-00098-of-00803_1162.wav,4,2,train,train,,v2
4/aug_train-00098-of-00803_1163.wav,4,2,train,train,,v2
4/aug_train-00098-of-00803_1167.wav,4,2,train,train,,v2
4/aug_train-00098-of-00803_1169.wav,4,2,train,train,,v2
4/aug_train-00098-of-00803_1171.wav,4,2,train,train,,v2
4/aug_train-00098-of-00803_1173.wav,4,2,train,train,,v2
5/aug_train-00025-of-00803_261.wav,5,3,train,train,,v2
5/aug_train-00025-of-00803_266.wav,5,3,train,train,,v2
5/aug_train-00025-of-00803_267.wav,5,3,train,train,,v2
5/aug_train-00025-of-00803_268.wav,5,3,train,train,,v2
5/aug_train-00025-of-00803_270.wav,5,3,train,train,,v2
5/aug_train-00025-of-00803_271.wav,5,3,train,train,,v2
5/aug_train-00025-of-00803_272.wav,5,3,train,train,,v2
5/aug_train-00025-of-00803_277.wav,5,3,train,train,,v2
5/aug_train-00025-of-00803_278.wav,5,3,train,train,,v2
5/aug_train-00025-of-00803_279.wav,5,3,train,train,,v2
5/aug_train-00025-of-00803_284.wav,5,3,train,train,,v2
5/aug_train-00025-of-00803_287.wav,5,3,train,train,,v2
7/aug_train-00006-of-00803_1273.wav,7,4,train,train,,v2
7/aug_train-00006-of-00803_1284.wav,7,4,train,train,,v2
7/aug_train-00006-of-00803_1286.wav,7,4,train,train,,v2
7/aug_train-00006-of-00803_1289.wav,7,4,train,train,,v2
7/aug_train-00006-of-00803_1290.wav,7,4,train,train,,v2
7/aug_train-00006-of-00803_1298.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_1.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_100.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_104.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_109.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_111.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_114.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_12.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_122.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_123.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_126.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_129.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_13.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_131.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_135.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_136.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_139.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_14.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_144.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_145.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_148.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_15.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_159.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_161.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_166.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_168.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_169.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_172.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_173.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_179.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_188.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_189.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_190.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_192.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_20.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_200.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_202.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_206.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_211.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_212.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_213.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_219.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_227.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_229.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_237.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_250.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_253.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_261.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_264.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_269.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_27.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_273.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_282.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_283.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_288.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_289.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_29.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_295.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_296.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_298.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_301.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_306.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_308.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_309.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_310.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_315.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_321.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_322.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_323.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_324.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_329.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_33.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_343.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_344.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_346.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_348.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_350.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_354.wav,7,4,train,train,,v2
7/aug_train-00007-of-00803_355.wav,7,4,train,train,,v2
