relative_audio_path,speaker_id,speaker_label,final_split
3/3_61.wav,3,0,train
3/3_61_noise.wav,3,0,train
3/3_61_rev.wav,3,0,train
3/3_62_noise.wav,3,0,train
3/3_63.wav,3,0,train
3/3_65_rev.wav,3,0,train
3/3_66.wav,3,0,train
3/3_69.wav,3,0,train
3/3_70.wav,3,0,train
3/3_71.wav,3,0,train
3/3_71_noise.wav,3,0,train
3/3_71_rev.wav,3,0,train
3/3_72.wav,3,0,train
3/3_73.wav,3,0,train
3/3_75.wav,3,0,train
3/3_77.wav,3,0,train
3/3_79.wav,3,0,train
3/3_8.wav,3,0,train
3/3_80_noise.wav,3,0,train
3/3_80_rev.wav,3,0,train
4/4_1.wav,4,1,train
4/4_10.wav,4,1,train
4/4_11.wav,4,1,train
4/4_15.wav,4,1,train
4/4_15_rev.wav,4,1,train
4/4_16_noise.wav,4,1,train
4/4_17_noise.wav,4,1,train
4/4_19.wav,4,1,train
4/4_20.wav,4,1,train
4/4_21.wav,4,1,train
4/4_22.wav,4,1,train
4/4_22_noise.wav,4,1,train
4/4_23.wav,4,1,train
4/4_24_noise.wav,4,1,train
4/4_26.wav,4,1,train
4/4_27.wav,4,1,train
4/4_27_rev.wav,4,1,train
4/4_29.wav,4,1,train
4/4_29_noise.wav,4,1,train
4/4_3.wav,4,1,train
4/4_31.wav,4,1,train
4/4_31_noise.wav,4,1,train
4/4_31_rev.wav,4,1,train
4/4_32.wav,4,1,train
4/4_38.wav,4,1,train
4/4_39_noise.wav,4,1,train
4/4_40_noise.wav,4,1,train
4/4_40_rev.wav,4,1,train
4/4_41.wav,4,1,train
4/4_42.wav,4,1,train
4/4_42_noise.wav,4,1,train
4/4_42_rev.wav,4,1,train
4/4_43.wav,4,1,train
4/4_43_noise.wav,4,1,train
4/4_43_rev.wav,4,1,train
4/4_44.wav,4,1,train
4/4_44_noise.wav,4,1,train
4/4_44_rev.wav,4,1,train
4/4_45.wav,4,1,train
4/4_45_noise.wav,4,1,train
4/4_45_rev.wav,4,1,train
4/4_46.wav,4,1,train
4/4_48.wav,4,1,train
4/4_48_rev.wav,4,1,train
4/4_49_noise.wav,4,1,train
4/4_49_rev.wav,4,1,train
4/4_50.wav,4,1,train
4/4_50_rev.wav,4,1,train
4/4_51.wav,4,1,train
4/4_51_noise.wav,4,1,train
4/4_51_rev.wav,4,1,train
4/4_54.wav,4,1,train
4/4_54_noise.wav,4,1,train
4/4_55.wav,4,1,train
4/4_55_rev.wav,4,1,train
4/4_56.wav,4,1,train
4/4_57_noise.wav,4,1,train
4/4_57_rev.wav,4,1,train
4/4_59.wav,4,1,train
4/4_59_noise.wav,4,1,train
4/4_59_rev.wav,4,1,train
4/4_5_noise.wav,4,1,train
4/4_5_rev.wav,4,1,train
4/4_60_noise.wav,4,1,train
4/4_61.wav,4,1,train
4/4_61_noise.wav,4,1,train
4/4_61_rev.wav,4,1,train
4/4_62.wav,4,1,train
4/4_62_noise.wav,4,1,train
4/4_62_rev.wav,4,1,train
4/4_63.wav,4,1,train
4/4_63_noise.wav,4,1,train
4/4_63_rev.wav,4,1,train
4/4_66.wav,4,1,train
4/4_66_noise.wav,4,1,train
4/4_66_rev.wav,4,1,train
4/4_67.wav,4,1,train
4/4_68.wav,4,1,train
4/4_69.wav,4,1,train
4/4_69_noise.wav,4,1,train
4/4_69_rev.wav,4,1,train
4/4_70_rev.wav,4,1,train
4/4_71.wav,4,1,train
4/4_72_noise.wav,4,1,train
4/4_72_rev.wav,4,1,train
4/4_74.wav,4,1,train
4/4_76_noise.wav,4,1,train
4/4_76_rev.wav,4,1,train
4/4_77.wav,4,1,train
4/4_77_rev.wav,4,1,train
4/4_78.wav,4,1,train
4/4_79.wav,4,1,train
4/4_7_rev.wav,4,1,train
4/4_8.wav,4,1,train
4/4_9.wav,4,1,train
5/5_10.wav,5,2,train
5/5_10_noise.wav,5,2,train
5/5_10_rev.wav,5,2,train
5/5_11_noise.wav,5,2,train
5/5_11_rev.wav,5,2,train
5/5_12.wav,5,2,train
5/5_13.wav,5,2,train
5/5_14.wav,5,2,train
5/5_14_noise.wav,5,2,train
5/5_15.wav,5,2,train
5/5_16.wav,5,2,train
5/5_16_noise.wav,5,2,train
5/5_18.wav,5,2,train
5/5_18_noise.wav,5,2,train
5/5_18_rev.wav,5,2,train
5/5_19.wav,5,2,train
5/5_19_noise.wav,5,2,train
5/5_19_rev.wav,5,2,train
5/5_1_noise.wav,5,2,train
5/5_1_rev.wav,5,2,train
5/5_2.wav,5,2,train
5/5_20.wav,5,2,train
5/5_21.wav,5,2,train
5/5_21_noise.wav,5,2,train
5/5_21_rev.wav,5,2,train
5/5_22.wav,5,2,train
5/5_22_rev.wav,5,2,train
5/5_23.wav,5,2,train
5/5_23_rev.wav,5,2,train
5/5_24.wav,5,2,train
5/5_26.wav,5,2,train
5/5_26_rev.wav,5,2,train
5/5_28.wav,5,2,train
5/5_28_noise.wav,5,2,train
5/5_29.wav,5,2,train
5/5_29_noise.wav,5,2,train
5/5_30.wav,5,2,train
5/5_30_rev.wav,5,2,train
5/5_31.wav,5,2,train
5/5_32.wav,5,2,train
5/5_32_rev.wav,5,2,train
5/5_34.wav,5,2,train
5/5_34_rev.wav,5,2,train
5/5_35.wav,5,2,train
5/5_36.wav,5,2,train
5/5_36_noise.wav,5,2,train
5/5_36_rev.wav,5,2,train
5/5_37.wav,5,2,train
5/5_37_noise.wav,5,2,train
5/5_38_noise.wav,5,2,train
5/5_38_rev.wav,5,2,train
5/5_39.wav,5,2,train
5/5_39_rev.wav,5,2,train
5/5_4.wav,5,2,train
5/5_40.wav,5,2,train
5/5_41.wav,5,2,train
5/5_42.wav,5,2,train
5/5_43.wav,5,2,train
5/5_44.wav,5,2,train
5/5_45.wav,5,2,train
5/5_46.wav,5,2,train
5/5_47_rev.wav,5,2,train
5/5_48.wav,5,2,train
5/5_49.wav,5,2,train
5/5_5.wav,5,2,train
5/5_50.wav,5,2,train
5/5_50_rev.wav,5,2,train
5/5_53.wav,5,2,train
5/5_54.wav,5,2,train
5/5_55.wav,5,2,train
5/5_56.wav,5,2,train
5/5_56_rev.wav,5,2,train
5/5_58.wav,5,2,train
5/5_59.wav,5,2,train
5/5_61.wav,5,2,train
5/5_62.wav,5,2,train
5/5_63.wav,5,2,train
5/5_64.wav,5,2,train
5/5_64_rev.wav,5,2,train
5/5_65.wav,5,2,train
5/5_65_noise.wav,5,2,train
5/5_65_rev.wav,5,2,train
5/5_66.wav,5,2,train
5/5_66_rev.wav,5,2,train
5/5_67.wav,5,2,train
5/5_67_noise.wav,5,2,train
5/5_67_rev.wav,5,2,train
5/5_68.wav,5,2,train
5/5_68_noise.wav,5,2,train
5/5_7.wav,5,2,train
5/5_70.wav,5,2,train
5/5_71.wav,5,2,train
5/5_72.wav,5,2,train
5/5_72_rev.wav,5,2,train
5/5_73.wav,5,2,train
5/5_74.wav,5,2,train
5/5_77_rev.wav,5,2,train
5/5_78.wav,5,2,train
5/5_80.wav,5,2,train
5/5_80_rev.wav,5,2,train
5/5_9_noise.wav,5,2,train
5/5_9_rev.wav,5,2,train
6/6_1.wav,6,3,train
6/6_11.wav,6,3,train
6/6_11_noise.wav,6,3,train
6/6_11_rev.wav,6,3,train
6/6_13_noise.wav,6,3,train
6/6_14.wav,6,3,train
6/6_15.wav,6,3,train
6/6_17.wav,6,3,train
6/6_18.wav,6,3,train
6/6_19.wav,6,3,train
6/6_2.wav,6,3,train
6/6_21.wav,6,3,train
6/6_21_noise.wav,6,3,train
6/6_21_rev.wav,6,3,train
6/6_23.wav,6,3,train
6/6_26.wav,6,3,train
6/6_27.wav,6,3,train
6/6_28.wav,6,3,train
6/6_28_noise.wav,6,3,train
6/6_28_rev.wav,6,3,train
6/6_3.wav,6,3,train
6/6_30_noise.wav,6,3,train
6/6_30_rev.wav,6,3,train
6/6_32.wav,6,3,train
6/6_33_noise.wav,6,3,train
6/6_33_rev.wav,6,3,train
6/6_34.wav,6,3,train
6/6_34_noise.wav,6,3,train
6/6_34_rev.wav,6,3,train
6/6_35.wav,6,3,train
6/6_35_rev.wav,6,3,train
6/6_36_noise.wav,6,3,train
6/6_37_rev.wav,6,3,train
6/6_38_noise.wav,6,3,train
6/6_39.wav,6,3,train
6/6_39_noise.wav,6,3,train
6/6_39_rev.wav,6,3,train
6/6_3_noise.wav,6,3,train
6/6_4.wav,6,3,train
6/6_42.wav,6,3,train
6/6_42_noise.wav,6,3,train
6/6_42_rev.wav,6,3,train
6/6_43.wav,6,3,train
6/6_43_noise.wav,6,3,train
6/6_43_rev.wav,6,3,train
6/6_44.wav,6,3,train
6/6_46.wav,6,3,train
6/6_47.wav,6,3,train
6/6_47_noise.wav,6,3,train
6/6_47_rev.wav,6,3,train
6/6_48.wav,6,3,train
6/6_49.wav,6,3,train
6/6_5.wav,6,3,train
6/6_50.wav,6,3,train
6/6_51.wav,6,3,train
6/6_53_noise.wav,6,3,train
6/6_53_rev.wav,6,3,train
6/6_54.wav,6,3,train
6/6_56.wav,6,3,train
6/6_56_noise.wav,6,3,train
6/6_56_rev.wav,6,3,train
6/6_57.wav,6,3,train
6/6_57_noise.wav,6,3,train
6/6_57_rev.wav,6,3,train
6/6_58.wav,6,3,train
6/6_58_noise.wav,6,3,train
6/6_59.wav,6,3,train
6/6_5_noise.wav,6,3,train
6/6_6.wav,6,3,train
6/6_60.wav,6,3,train
6/6_61.wav,6,3,train
6/6_62.wav,6,3,train
6/6_63.wav,6,3,train
6/6_64.wav,6,3,train
6/6_65.wav,6,3,train
6/6_67.wav,6,3,train
6/6_68.wav,6,3,train
6/6_69.wav,6,3,train
6/6_69_noise.wav,6,3,train
6/6_69_rev.wav,6,3,train
6/6_6_rev.wav,6,3,train
6/6_7.wav,6,3,train
6/6_70.wav,6,3,train
6/6_70_rev.wav,6,3,train
6/6_71.wav,6,3,train
6/6_71_noise.wav,6,3,train
6/6_71_rev.wav,6,3,train
6/6_72_noise.wav,6,3,train
6/6_72_rev.wav,6,3,train
6/6_73_noise.wav,6,3,train
6/6_74_noise.wav,6,3,train
6/6_75.wav,6,3,train
6/6_76.wav,6,3,train
6/6_76_rev.wav,6,3,train
6/6_77.wav,6,3,train
6/6_77_noise.wav,6,3,train
6/6_78.wav,6,3,train
6/6_78_noise.wav,6,3,train
6/6_79_noise.wav,6,3,train
6/6_79_rev.wav,6,3,train
6/6_7_noise.wav,6,3,train
6/6_7_rev.wav,6,3,train
6/6_8.wav,6,3,train
6/6_80_rev.wav,6,3,train
6/6_8_noise.wav,6,3,train
6/6_8_rev.wav,6,3,train
6/6_9.wav,6,3,train
6/6_9_rev.wav,6,3,train
7/7_1.wav,7,4,train
7/7_10_noise.wav,7,4,train
7/7_10_rev.wav,7,4,train
7/7_11.wav,7,4,train
7/7_11_noise.wav,7,4,train
7/7_13.wav,7,4,train
7/7_13_noise.wav,7,4,train
7/7_13_rev.wav,7,4,train
7/7_14.wav,7,4,train
7/7_14_rev.wav,7,4,train
7/7_15.wav,7,4,train
7/7_15_noise.wav,7,4,train
7/7_16.wav,7,4,train
7/7_16_rev.wav,7,4,train
7/7_17.wav,7,4,train
7/7_19.wav,7,4,train
7/7_1_noise.wav,7,4,train
7/7_1_rev.wav,7,4,train
7/7_2.wav,7,4,train
7/7_20.wav,7,4,train
7/7_21.wav,7,4,train
7/7_21_rev.wav,7,4,train
7/7_22.wav,7,4,train
7/7_22_noise.wav,7,4,train
7/7_23.wav,7,4,train
7/7_23_noise.wav,7,4,train
7/7_23_rev.wav,7,4,train
7/7_24.wav,7,4,train
7/7_25.wav,7,4,train
7/7_27_noise.wav,7,4,train
7/7_28_rev.wav,7,4,train
7/7_3.wav,7,4,train
7/7_31.wav,7,4,train
7/7_31_rev.wav,7,4,train
7/7_32.wav,7,4,train
7/7_33.wav,7,4,train
7/7_34.wav,7,4,train
7/7_35.wav,7,4,train
7/7_36.wav,7,4,train
7/7_37_noise.wav,7,4,train
7/7_37_rev.wav,7,4,train
7/7_38.wav,7,4,train
7/7_38_rev.wav,7,4,train
7/7_39.wav,7,4,train
7/7_39_noise.wav,7,4,train
7/7_39_rev.wav,7,4,train
7/7_3_noise.wav,7,4,train
7/7_3_rev.wav,7,4,train
7/7_4.wav,7,4,train
7/7_41.wav,7,4,train
7/7_41_noise.wav,7,4,train
7/7_43.wav,7,4,train
7/7_44.wav,7,4,train
7/7_44_rev.wav,7,4,train
7/7_45.wav,7,4,train
7/7_45_rev.wav,7,4,train
7/7_46.wav,7,4,train
7/7_46_rev.wav,7,4,train
7/7_47_noise.wav,7,4,train
7/7_47_rev.wav,7,4,train
7/7_4_noise.wav,7,4,train
7/7_4_rev.wav,7,4,train
7/7_5.wav,7,4,train
7/7_50.wav,7,4,train
7/7_50_noise.wav,7,4,train
7/7_50_rev.wav,7,4,train
7/7_51.wav,7,4,train
7/7_52.wav,7,4,train
7/7_53.wav,7,4,train
7/7_54.wav,7,4,train
7/7_55.wav,7,4,train
7/7_56.wav,7,4,train
7/7_56_noise.wav,7,4,train
7/7_57_rev.wav,7,4,train
7/7_58.wav,7,4,train
7/7_59.wav,7,4,train
7/7_5_rev.wav,7,4,train
7/7_61.wav,7,4,train
7/7_61_noise.wav,7,4,train
7/7_61_rev.wav,7,4,train
7/7_62_noise.wav,7,4,train
7/7_63_rev.wav,7,4,train
7/7_64.wav,7,4,train
7/7_65_noise.wav,7,4,train
7/7_65_rev.wav,7,4,train
7/7_66.wav,7,4,train
7/7_67.wav,7,4,train
7/7_69.wav,7,4,train
7/7_6_noise.wav,7,4,train
7/7_6_rev.wav,7,4,train
7/7_7.wav,7,4,train
7/7_70.wav,7,4,train
7/7_71.wav,7,4,train
7/7_73.wav,7,4,train
7/7_76_noise.wav,7,4,train
7/7_79.wav,7,4,train
7/7_80.wav,7,4,train
7/7_8_rev.wav,7,4,train
7/7_9_noise.wav,7,4,train
7/7_9_rev.wav,7,4,train
8/8_1.wav,8,5,train
8/8_10.wav,8,5,train
8/8_10_rev.wav,8,5,train
8/8_11.wav,8,5,train
8/8_12.wav,8,5,train
8/8_13.wav,8,5,train
8/8_13_rev.wav,8,5,train
8/8_14_noise.wav,8,5,train
8/8_16_noise.wav,8,5,train
8/8_16_rev.wav,8,5,train
8/8_17_rev.wav,8,5,train
8/8_18.wav,8,5,train
8/8_18_noise.wav,8,5,train
8/8_19.wav,8,5,train
8/8_2.wav,8,5,train
8/8_20.wav,8,5,train
8/8_20_noise.wav,8,5,train
8/8_21.wav,8,5,train
8/8_22.wav,8,5,train
8/8_24.wav,8,5,train
8/8_25.wav,8,5,train
8/8_26.wav,8,5,train
8/8_27.wav,8,5,train
8/8_28.wav,8,5,train
8/8_28_noise.wav,8,5,train
8/8_28_rev.wav,8,5,train
8/8_29.wav,8,5,train
8/8_29_rev.wav,8,5,train
8/8_2_noise.wav,8,5,train
8/8_2_rev.wav,8,5,train
8/8_3.wav,8,5,train
8/8_31.wav,8,5,train
8/8_32.wav,8,5,train
8/8_33.wav,8,5,train
8/8_35.wav,8,5,train
8/8_36_rev.wav,8,5,train
8/8_37_noise.wav,8,5,train
8/8_39.wav,8,5,train
8/8_3_noise.wav,8,5,train
8/8_3_rev.wav,8,5,train
8/8_40_noise.wav,8,5,train
8/8_40_rev.wav,8,5,train
8/8_41_noise.wav,8,5,train
8/8_41_rev.wav,8,5,train
8/8_42.wav,8,5,train
8/8_43.wav,8,5,train
8/8_44_noise.wav,8,5,train
8/8_45_rev.wav,8,5,train
8/8_46.wav,8,5,train
8/8_49.wav,8,5,train
8/8_49_noise.wav,8,5,train
8/8_4_noise.wav,8,5,train
8/8_50.wav,8,5,train
8/8_51.wav,8,5,train
8/8_52.wav,8,5,train
8/8_53.wav,8,5,train
8/8_53_noise.wav,8,5,train
8/8_53_rev.wav,8,5,train
8/8_54.wav,8,5,train
8/8_54_noise.wav,8,5,train
8/8_54_rev.wav,8,5,train
8/8_55.wav,8,5,train
8/8_55_noise.wav,8,5,train
8/8_55_rev.wav,8,5,train
8/8_56.wav,8,5,train
8/8_56_rev.wav,8,5,train
8/8_57.wav,8,5,train
8/8_58.wav,8,5,train
8/8_58_noise.wav,8,5,train
8/8_59.wav,8,5,train
8/8_5_noise.wav,8,5,train
8/8_5_rev.wav,8,5,train
8/8_6.wav,8,5,train
8/8_61.wav,8,5,train
8/8_62_noise.wav,8,5,train
8/8_63.wav,8,5,train
8/8_64.wav,8,5,train
8/8_65.wav,8,5,train
8/8_66.wav,8,5,train
8/8_66_noise.wav,8,5,train
8/8_69_noise.wav,8,5,train
8/8_69_rev.wav,8,5,train
8/8_7.wav,8,5,train
8/8_70.wav,8,5,train
8/8_71.wav,8,5,train
8/8_72.wav,8,5,train
8/8_72_rev.wav,8,5,train
8/8_73.wav,8,5,train
8/8_73_noise.wav,8,5,train
8/8_73_rev.wav,8,5,train
8/8_74_rev.wav,8,5,train
8/8_75.wav,8,5,train
8/8_76.wav,8,5,train
8/8_77_noise.wav,8,5,train
8/8_78.wav,8,5,train
8/8_79_noise.wav,8,5,train
8/8_79_rev.wav,8,5,train
8/8_7_noise.wav,8,5,train
8/8_7_rev.wav,8,5,train
8/8_80.wav,8,5,train
8/8_80_noise.wav,8,5,train
8/8_9_noise.wav,8,5,train
8/8_9_rev.wav,8,5,train
10/10_11.wav,10,6,train
10/10_11_noise.wav,10,6,train
10/10_11_rev.wav,10,6,train
10/10_13.wav,10,6,train
10/10_15.wav,10,6,train
10/10_17.wav,10,6,train
10/10_18.wav,10,6,train
10/10_18_rev.wav,10,6,train
10/10_19_rev.wav,10,6,train
10/10_22.wav,10,6,train
10/10_25.wav,10,6,train
10/10_26_noise.wav,10,6,train
10/10_26_rev.wav,10,6,train
10/10_28.wav,10,6,train
10/10_29.wav,10,6,train
10/10_29_noise.wav,10,6,train
10/10_29_rev.wav,10,6,train
10/10_2_noise.wav,10,6,train
10/10_3.wav,10,6,train
10/10_31.wav,10,6,train
10/10_31_noise.wav,10,6,train
10/10_31_rev.wav,10,6,train
10/10_32.wav,10,6,train
10/10_32_rev.wav,10,6,train
10/10_34_rev.wav,10,6,train
10/10_35.wav,10,6,train
10/10_36.wav,10,6,train
10/10_36_noise.wav,10,6,train
10/10_39.wav,10,6,train
10/10_3_noise.wav,10,6,train
10/10_3_rev.wav,10,6,train
10/10_41.wav,10,6,train
10/10_41_noise.wav,10,6,train
10/10_41_rev.wav,10,6,train
10/10_42.wav,10,6,train
10/10_42_noise.wav,10,6,train
10/10_42_rev.wav,10,6,train
10/10_43.wav,10,6,train
10/10_45.wav,10,6,train
10/10_46_noise.wav,10,6,train
10/10_46_rev.wav,10,6,train
10/10_48.wav,10,6,train
10/10_49.wav,10,6,train
10/10_4_rev.wav,10,6,train
10/10_5.wav,10,6,train
10/10_50.wav,10,6,train
10/10_50_noise.wav,10,6,train
10/10_51_noise.wav,10,6,train
10/10_51_rev.wav,10,6,train
10/10_52.wav,10,6,train
10/10_53_noise.wav,10,6,train
10/10_53_rev.wav,10,6,train
10/10_55.wav,10,6,train
10/10_55_noise.wav,10,6,train
10/10_55_rev.wav,10,6,train
10/10_56.wav,10,6,train
10/10_57.wav,10,6,train
10/10_6.wav,10,6,train
10/10_60.wav,10,6,train
10/10_60_noise.wav,10,6,train
10/10_61.wav,10,6,train
10/10_62.wav,10,6,train
10/10_63.wav,10,6,train
10/10_63_noise.wav,10,6,train
10/10_63_rev.wav,10,6,train
10/10_64_noise.wav,10,6,train
10/10_64_rev.wav,10,6,train
10/10_65.wav,10,6,train
10/10_65_noise.wav,10,6,train
10/10_65_rev.wav,10,6,train
10/10_66.wav,10,6,train
10/10_67.wav,10,6,train
10/10_68.wav,10,6,train
10/10_7.wav,10,6,train
10/10_70.wav,10,6,train
10/10_71_noise.wav,10,6,train
10/10_71_rev.wav,10,6,train
10/10_72.wav,10,6,train
10/10_72_rev.wav,10,6,train
10/10_73_rev.wav,10,6,train
10/10_74.wav,10,6,train
10/10_74_noise.wav,10,6,train
10/10_74_rev.wav,10,6,train
10/10_75.wav,10,6,train
10/10_75_noise.wav,10,6,train
10/10_76.wav,10,6,train
10/10_76_rev.wav,10,6,train
10/10_77.wav,10,6,train
10/10_78_noise.wav,10,6,train
10/10_79.wav,10,6,train
10/10_79_rev.wav,10,6,train
10/10_7_noise.wav,10,6,train
10/10_7_rev.wav,10,6,train
10/10_8.wav,10,6,train
10/10_9.wav,10,6,train
11/11_1.wav,11,7,train
11/11_10.wav,11,7,train
11/11_11.wav,11,7,train
11/11_11_rev.wav,11,7,train
11/11_12.wav,11,7,train
11/11_12_noise.wav,11,7,train
11/11_13_rev.wav,11,7,train
11/11_14.wav,11,7,train
11/11_15_noise.wav,11,7,train
11/11_15_rev.wav,11,7,train
11/11_17.wav,11,7,train
11/11_17_noise.wav,11,7,train
11/11_17_rev.wav,11,7,train
11/11_18.wav,11,7,train
11/11_18_rev.wav,11,7,train
11/11_1_noise.wav,11,7,train
11/11_1_rev.wav,11,7,train
11/11_20_noise.wav,11,7,train
11/11_20_rev.wav,11,7,train
11/11_21.wav,11,7,train
11/11_23.wav,11,7,train
11/11_27.wav,11,7,train
11/11_28.wav,11,7,train
11/11_2_noise.wav,11,7,train
11/11_2_rev.wav,11,7,train
11/11_3.wav,11,7,train
11/11_30.wav,11,7,train
11/11_30_noise.wav,11,7,train
11/11_30_rev.wav,11,7,train
11/11_31.wav,11,7,train
11/11_31_noise.wav,11,7,train
11/11_31_rev.wav,11,7,train
11/11_32.wav,11,7,train
11/11_32_noise.wav,11,7,train
11/11_33_noise.wav,11,7,train
11/11_34.wav,11,7,train
11/11_34_noise.wav,11,7,train
11/11_34_rev.wav,11,7,train
11/11_35.wav,11,7,train
11/11_37_rev.wav,11,7,train
11/11_38.wav,11,7,train
11/11_38_rev.wav,11,7,train
11/11_39_noise.wav,11,7,train
11/11_3_rev.wav,11,7,train
11/11_40.wav,11,7,train
11/11_41.wav,11,7,train
11/11_42.wav,11,7,train
11/11_43.wav,11,7,train
11/11_44.wav,11,7,train
11/11_45.wav,11,7,train
11/11_46.wav,11,7,train
11/11_47.wav,11,7,train
11/11_48.wav,11,7,train
11/11_49.wav,11,7,train
11/11_50.wav,11,7,train
11/11_51.wav,11,7,train
11/11_52.wav,11,7,train
11/11_53.wav,11,7,train
11/11_54.wav,11,7,train
11/11_54_noise.wav,11,7,train
11/11_54_rev.wav,11,7,train
11/11_55.wav,11,7,train
11/11_55_noise.wav,11,7,train
11/11_55_rev.wav,11,7,train
11/11_56_noise.wav,11,7,train
11/11_57.wav,11,7,train
11/11_57_noise.wav,11,7,train
11/11_57_rev.wav,11,7,train
11/11_58.wav,11,7,train
11/11_59_rev.wav,11,7,train
11/11_5_noise.wav,11,7,train
11/11_5_rev.wav,11,7,train
11/11_6.wav,11,7,train
11/11_60.wav,11,7,train
11/11_60_noise.wav,11,7,train
11/11_60_rev.wav,11,7,train
11/11_62.wav,11,7,train
11/11_62_noise.wav,11,7,train
11/11_62_rev.wav,11,7,train
11/11_64.wav,11,7,train
11/11_64_noise.wav,11,7,train
11/11_64_rev.wav,11,7,train
11/11_67.wav,11,7,train
11/11_67_rev.wav,11,7,train
11/11_68_noise.wav,11,7,train
11/11_69.wav,11,7,train
11/11_6_noise.wav,11,7,train
11/11_6_rev.wav,11,7,train
11/11_71.wav,11,7,train
11/11_72.wav,11,7,train
11/11_73.wav,11,7,train
11/11_74.wav,11,7,train
11/11_74_noise.wav,11,7,train
11/11_74_rev.wav,11,7,train
11/11_75.wav,11,7,train
11/11_77.wav,11,7,train
11/11_78.wav,11,7,train
11/11_7_noise.wav,11,7,train
11/11_7_rev.wav,11,7,train
11/11_80_rev.wav,11,7,train
11/11_8_rev.wav,11,7,train
11/11_9.wav,11,7,train
11/11_9_noise.wav,11,7,train
11/11_9_rev.wav,11,7,train
12/12_1.wav,12,8,train
12/12_10_noise.wav,12,8,train
12/12_12.wav,12,8,train
12/12_14.wav,12,8,train
12/12_14_noise.wav,12,8,train
12/12_14_rev.wav,12,8,train
12/12_16.wav,12,8,train
12/12_17.wav,12,8,train
12/12_18.wav,12,8,train
12/12_18_noise.wav,12,8,train
12/12_18_rev.wav,12,8,train
12/12_19.wav,12,8,train
12/12_21.wav,12,8,train
12/12_22.wav,12,8,train
12/12_24_rev.wav,12,8,train
12/12_25_noise.wav,12,8,train
12/12_25_rev.wav,12,8,train
12/12_26.wav,12,8,train
12/12_27.wav,12,8,train
12/12_28.wav,12,8,train
12/12_28_noise.wav,12,8,train
12/12_28_rev.wav,12,8,train
12/12_3.wav,12,8,train
12/12_31.wav,12,8,train
12/12_31_noise.wav,12,8,train
12/12_32_rev.wav,12,8,train
12/12_33.wav,12,8,train
12/12_33_noise.wav,12,8,train
12/12_34.wav,12,8,train
12/12_34_noise.wav,12,8,train
12/12_34_rev.wav,12,8,train
12/12_36_rev.wav,12,8,train
12/12_37.wav,12,8,train
12/12_37_noise.wav,12,8,train
12/12_37_rev.wav,12,8,train
12/12_38.wav,12,8,train
12/12_39.wav,12,8,train
12/12_39_rev.wav,12,8,train
12/12_3_noise.wav,12,8,train
12/12_3_rev.wav,12,8,train
12/12_40.wav,12,8,train
12/12_42.wav,12,8,train
12/12_44.wav,12,8,train
12/12_47.wav,12,8,train
12/12_48.wav,12,8,train
