speaker_id,total_utterances,groups,train_utterances,train_small_utterances,test_utterances,part_utterances,unknown_utterances,exactly_1_utterance,fewer_than_2,fewer_than_3,fewer_than_5,fewer_than_10
2101,1,part,0,0,0,1,0,1,1,1,1,1
2102,1,part,0,0,0,1,0,1,1,1,1,1
2114,1,part,0,0,0,1,0,1,1,1,1,1
2116,1,part,0,0,0,1,0,1,1,1,1,1
2126,1,part,0,0,0,1,0,1,1,1,1,1
2132,1,part,0,0,0,1,0,1,1,1,1,1
2149,1,part,0,0,0,1,0,1,1,1,1,1
2178,1,part,0,0,0,1,0,1,1,1,1,1
2184,1,part,0,0,0,1,0,1,1,1,1,1
2186,1,part,0,0,0,1,0,1,1,1,1,1
2225,1,part,0,0,0,1,0,1,1,1,1,1
2226,1,part,0,0,0,1,0,1,1,1,1,1
2228,1,part,0,0,0,1,0,1,1,1,1,1
2234,1,part,0,0,0,1,0,1,1,1,1,1
2235,1,part,0,0,0,1,0,1,1,1,1,1
2239,1,part,0,0,0,1,0,1,1,1,1,1
2240,1,part,0,0,0,1,0,1,1,1,1,1
2241,1,part,0,0,0,1,0,1,1,1,1,1
2244,1,part,0,0,0,1,0,1,1,1,1,1
2245,1,part,0,0,0,1,0,1,1,1,1,1
2247,1,part,0,0,0,1,0,1,1,1,1,1
8,2,train,2,0,0,0,0,0,0,1,1,1
67,2,train,2,0,0,0,0,0,0,1,1,1
94,2,train,2,0,0,0,0,0,0,1,1,1
232,2,train,2,0,0,0,0,0,0,1,1,1
313,2,train,2,0,0,0,0,0,0,1,1,1
1010,2,test,0,0,2,0,0,0,0,1,1,1
1017,2,train,2,0,0,0,0,0,0,1,1,1
1053,2,test,0,0,2,0,0,0,0,1,1,1
1054,2,train,2,0,0,0,0,0,0,1,1,1
1056,2,train,2,0,0,0,0,0,0,1,1,1
1070,2,train,2,0,0,0,0,0,0,1,1,1
1072,2,train|train_small,1,1,0,0,0,0,0,1,1,1
1077,2,train|train_small,1,1,0,0,0,0,0,1,1,1
1079,2,train,2,0,0,0,0,0,0,1,1,1
1080,2,train,2,0,0,0,0,0,0,1,1,1
1081,2,train|train_small,1,1,0,0,0,0,0,1,1,1
1085,2,train,2,0,0,0,0,0,0,1,1,1
1089,2,train|train_small,1,1,0,0,0,0,0,1,1,1
1092,2,test,0,0,2,0,0,0,0,1,1,1
1093,2,train_small,0,2,0,0,0,0,0,1,1,1
1100,2,train_small,0,2,0,0,0,0,0,1,1,1
1101,2,train_small,0,2,0,0,0,0,0,1,1,1
1103,2,train,2,0,0,0,0,0,0,1,1,1
1104,2,train_small,0,2,0,0,0,0,0,1,1,1
1105,2,train_small,0,2,0,0,0,0,0,1,1,1
1108,2,train_small,0,2,0,0,0,0,0,1,1,1
1123,2,test,0,0,2,0,0,0,0,1,1,1
1137,2,test,0,0,2,0,0,0,0,1,1,1
1145,2,train|train_small,1,1,0,0,0,0,0,1,1,1
1159,2,test,0,0,2,0,0,0,0,1,1,1
1161,2,train,2,0,0,0,0,0,0,1,1,1
1164,2,train,2,0,0,0,0,0,0,1,1,1
1170,2,train,2,0,0,0,0,0,0,1,1,1
1177,2,train|train_small,1,1,0,0,0,0,0,1,1,1
1192,2,train|train_small,1,1,0,0,0,0,0,1,1,1
1194,2,train,2,0,0,0,0,0,0,1,1,1
1218,2,train|train_small,1,1,0,0,0,0,0,1,1,1
1233,2,train|train_small,1,1,0,0,0,0,0,1,1,1
1234,2,train,2,0,0,0,0,0,0,1,1,1
1235,2,train,2,0,0,0,0,0,0,1,1,1
1237,2,train,2,0,0,0,0,0,0,1,1,1
1240,2,train|train_small,1,1,0,0,0,0,0,1,1,1
1241,2,train|train_small,1,1,0,0,0,0,0,1,1,1
1250,2,train,2,0,0,0,0,0,0,1,1,1
1297,2,train,2,0,0,0,0,0,0,1,1,1
1316,2,train,2,0,0,0,0,0,0,1,1,1
1324,2,train|train_small,1,1,0,0,0,0,0,1,1,1
1326,2,train,2,0,0,0,0,0,0,1,1,1
1330,2,train|train_small,1,1,0,0,0,0,0,1,1,1
1335,2,train|train_small,1,1,0,0,0,0,0,1,1,1
1374,2,train|train_small,1,1,0,0,0,0,0,1,1,1
1381,2,train|train_small,1,1,0,0,0,0,0,1,1,1
1383,2,train,2,0,0,0,0,0,0,1,1,1
1402,2,train,2,0,0,0,0,0,0,1,1,1
1403,2,train|train_small,1,1,0,0,0,0,0,1,1,1
1427,2,train|train_small,1,1,0,0,0,0,0,1,1,1
1430,2,train,2,0,0,0,0,0,0,1,1,1
1443,2,train|train_small,1,1,0,0,0,0,0,1,1,1
1458,2,train,2,0,0,0,0,0,0,1,1,1
1464,2,train|train_small,1,1,0,0,0,0,0,1,1,1
1467,2,train,2,0,0,0,0,0,0,1,1,1
1468,2,train,2,0,0,0,0,0,0,1,1,1
1499,2,train,2,0,0,0,0,0,0,1,1,1
1512,2,train,2,0,0,0,0,0,0,1,1,1
1517,2,train,2,0,0,0,0,0,0,1,1,1
1518,2,test,0,0,2,0,0,0,0,1,1,1
1524,2,train,2,0,0,0,0,0,0,1,1,1
1526,2,train|train_small,1,1,0,0,0,0,0,1,1,1
1563,2,train|train_small,1,1,0,0,0,0,0,1,1,1
1565,2,train|train_small,1,1,0,0,0,0,0,1,1,1
1572,2,train,2,0,0,0,0,0,0,1,1,1
1585,2,train,2,0,0,0,0,0,0,1,1,1
1586,2,train|train_small,1,1,0,0,0,0,0,1,1,1
1590,2,train,2,0,0,0,0,0,0,1,1,1
1693,2,test,0,0,2,0,0,0,0,1,1,1
1702,2,train,2,0,0,0,0,0,0,1,1,1
1704,2,train,2,0,0,0,0,0,0,1,1,1
1705,2,train,2,0,0,0,0,0,0,1,1,1
1730,2,train|train_small,1,1,0,0,0,0,0,1,1,1
1732,2,train|train_small,1,1,0,0,0,0,0,1,1,1
1736,2,train|train_small,1,1,0,0,0,0,0,1,1,1
1740,2,train,2,0,0,0,0,0,0,1,1,1
1792,2,part,0,0,0,2,0,0,0,1,1,1
1800,2,part,0,0,0,2,0,0,0,1,1,1
1815,2,part,0,0,0,2,0,0,0,1,1,1
1833,2,part,0,0,0,2,0,0,0,1,1,1
1836,2,part,0,0,0,2,0,0,0,1,1,1
1848,2,part,0,0,0,2,0,0,0,1,1,1
1849,2,part,0,0,0,2,0,0,0,1,1,1
1853,2,part,0,0,0,2,0,0,0,1,1,1
1861,2,part,0,0,0,2,0,0,0,1,1,1
1865,2,part,0,0,0,2,0,0,0,1,1,1
1866,2,part,0,0,0,2,0,0,0,1,1,1
1874,2,part,0,0,0,2,0,0,0,1,1,1
1887,2,part,0,0,0,2,0,0,0,1,1,1
1891,2,part,0,0,0,2,0,0,0,1,1,1
1893,2,part,0,0,0,2,0,0,0,1,1,1
1899,2,part,0,0,0,2,0,0,0,1,1,1
1905,2,part,0,0,0,2,0,0,0,1,1,1
1921,2,part,0,0,0,2,0,0,0,1,1,1
1922,2,part,0,0,0,2,0,0,0,1,1,1
1923,2,part,0,0,0,2,0,0,0,1,1,1
1931,2,part,0,0,0,2,0,0,0,1,1,1
1935,2,part,0,0,0,2,0,0,0,1,1,1
1937,2,part,0,0,0,2,0,0,0,1,1,1
1944,2,part,0,0,0,2,0,0,0,1,1,1
1947,2,part,0,0,0,2,0,0,0,1,1,1
1952,2,part,0,0,0,2,0,0,0,1,1,1
1953,2,part,0,0,0,2,0,0,0,1,1,1
1956,2,part,0,0,0,2,0,0,0,1,1,1
1960,2,part,0,0,0,2,0,0,0,1,1,1
1976,2,part,0,0,0,2,0,0,0,1,1,1
1978,2,part,0,0,0,2,0,0,0,1,1,1
2017,2,part,0,0,0,2,0,0,0,1,1,1
2019,2,part,0,0,0,2,0,0,0,1,1,1
2022,2,part,0,0,0,2,0,0,0,1,1,1
2054,2,part,0,0,0,2,0,0,0,1,1,1
2073,2,part,0,0,0,2,0,0,0,1,1,1
2078,2,part,0,0,0,2,0,0,0,1,1,1
2086,2,part,0,0,0,2,0,0,0,1,1,1
2087,2,part,0,0,0,2,0,0,0,1,1,1
2088,2,part,0,0,0,2,0,0,0,1,1,1
2090,2,part,0,0,0,2,0,0,0,1,1,1
2092,2,part,0,0,0,2,0,0,0,1,1,1
2112,2,part,0,0,0,2,0,0,0,1,1,1
2117,2,part,0,0,0,2,0,0,0,1,1,1
2130,2,part,0,0,0,2,0,0,0,1,1,1
2141,2,part,0,0,0,2,0,0,0,1,1,1
2160,2,part,0,0,0,2,0,0,0,1,1,1
2169,2,part,0,0,0,2,0,0,0,1,1,1
2193,2,part,0,0,0,2,0,0,0,1,1,1
2205,2,part,0,0,0,2,0,0,0,1,1,1
2211,2,part,0,0,0,2,0,0,0,1,1,1
2216,2,part,0,0,0,2,0,0,0,1,1,1
2227,2,part,0,0,0,2,0,0,0,1,1,1
2238,2,part,0,0,0,2,0,0,0,1,1,1
2243,2,part,0,0,0,2,0,0,0,1,1,1
2246,2,part,0,0,0,2,0,0,0,1,1,1
2248,2,part,0,0,0,2,0,0,0,1,1,1
2263,2,part,0,0,0,2,0,0,0,1,1,1
52,3,train,3,0,0,0,0,0,0,0,1,1
73,3,train,3,0,0,0,0,0,0,0,1,1
207,3,train,3,0,0,0,0,0,0,0,1,1
214,3,train,3,0,0,0,0,0,0,0,1,1
291,3,train,3,0,0,0,0,0,0,0,1,1
360,3,train,3,0,0,0,0,0,0,0,1,1
368,3,train,3,0,0,0,0,0,0,0,1,1
403,3,train,3,0,0,0,0,0,0,0,1,1
406,3,train,3,0,0,0,0,0,0,0,1,1
1011,3,train|train_small,2,1,0,0,0,0,0,0,1,1
1014,3,train_small,0,3,0,0,0,0,0,0,1,1
1048,3,test,0,0,3,0,0,0,0,0,1,1
1050,3,train,3,0,0,0,0,0,0,0,1,1
1121,3,train_small,0,3,0,0,0,0,0,0,1,1
1124,3,train|train_small,2,1,0,0,0,0,0,0,1,1
1125,3,train|train_small,2,1,0,0,0,0,0,0,1,1
1130,3,train_small,0,3,0,0,0,0,0,0,1,1
1141,3,train|train_small,1,2,0,0,0,0,0,0,1,1
1149,3,train|train_small,2,1,0,0,0,0,0,0,1,1
1163,3,train,3,0,0,0,0,0,0,0,1,1
1166,3,train|train_small,1,2,0,0,0,0,0,0,1,1
1197,3,train|train_small,2,1,0,0,0,0,0,0,1,1
1203,3,train,3,0,0,0,0,0,0,0,1,1
1221,3,train,3,0,0,0,0,0,0,0,1,1
1229,3,train,3,0,0,0,0,0,0,0,1,1
1244,3,train,3,0,0,0,0,0,0,0,1,1
1245,3,train,3,0,0,0,0,0,0,0,1,1
1247,3,train,3,0,0,0,0,0,0,0,1,1
1248,3,train,3,0,0,0,0,0,0,0,1,1
1266,3,train|train_small,1,2,0,0,0,0,0,0,1,1
1267,3,train|train_small,1,2,0,0,0,0,0,0,1,1
1269,3,train|train_small,2,1,0,0,0,0,0,0,1,1
1272,3,train|train_small,1,2,0,0,0,0,0,0,1,1
1273,3,test,0,0,3,0,0,0,0,0,1,1
1302,3,train|train_small,2,1,0,0,0,0,0,0,1,1
1319,3,train_small,0,3,0,0,0,0,0,0,1,1
1334,3,train|train_small,1,2,0,0,0,0,0,0,1,1
1337,3,train,3,0,0,0,0,0,0,0,1,1
1338,3,train_small,0,3,0,0,0,0,0,0,1,1
1344,3,train|train_small,1,2,0,0,0,0,0,0,1,1
1345,3,train|train_small,1,2,0,0,0,0,0,0,1,1
1350,3,train,3,0,0,0,0,0,0,0,1,1
1398,3,train|train_small,1,2,0,0,0,0,0,0,1,1
1407,3,train|train_small,2,1,0,0,0,0,0,0,1,1
1442,3,train|train_small,1,2,0,0,0,0,0,0,1,1
1453,3,train|train_small,1,2,0,0,0,0,0,0,1,1
1461,3,train,3,0,0,0,0,0,0,0,1,1
1472,3,train,3,0,0,0,0,0,0,0,1,1
1484,3,train|train_small,2,1,0,0,0,0,0,0,1,1
1485,3,train|train_small,1,2,0,0,0,0,0,0,1,1
1489,3,test,0,0,3,0,0,0,0,0,1,1
1490,3,train|train_small,1,2,0,0,0,0,0,0,1,1
1502,3,train,3,0,0,0,0,0,0,0,1,1
1505,3,test,0,0,3,0,0,0,0,0,1,1
1513,3,train|train_small,2,1,0,0,0,0,0,0,1,1
1515,3,train|train_small,1,2,0,0,0,0,0,0,1,1
1519,3,train|train_small,2,1,0,0,0,0,0,0,1,1
1573,3,train|train_small,1,2,0,0,0,0,0,0,1,1
1601,3,train,3,0,0,0,0,0,0,0,1,1
1610,3,train|train_small,2,1,0,0,0,0,0,0,1,1
1619,3,train,3,0,0,0,0,0,0,0,1,1
1630,3,train|train_small,2,1,0,0,0,0,0,0,1,1
1646,3,train,3,0,0,0,0,0,0,0,1,1
1647,3,train|train_small,1,2,0,0,0,0,0,0,1,1
1652,3,train,3,0,0,0,0,0,0,0,1,1
1653,3,train|train_small,2,1,0,0,0,0,0,0,1,1
1701,3,test,0,0,3,0,0,0,0,0,1,1
1712,3,train|train_small,2,1,0,0,0,0,0,0,1,1
1737,3,train|train_small,2,1,0,0,0,0,0,0,1,1
1801,3,part,0,0,0,3,0,0,0,0,1,1
1816,3,part,0,0,0,3,0,0,0,0,1,1
1823,3,part,0,0,0,3,0,0,0,0,1,1
1843,3,part,0,0,0,3,0,0,0,0,1,1
1846,3,part,0,0,0,3,0,0,0,0,1,1
1886,3,part,0,0,0,3,0,0,0,0,1,1
1892,3,part,0,0,0,3,0,0,0,0,1,1
1894,3,part,0,0,0,3,0,0,0,0,1,1
1913,3,part,0,0,0,3,0,0,0,0,1,1
1920,3,part,0,0,0,3,0,0,0,0,1,1
1927,3,part,0,0,0,3,0,0,0,0,1,1
1943,3,part,0,0,0,3,0,0,0,0,1,1
1959,3,part,0,0,0,3,0,0,0,0,1,1
1963,3,part,0,0,0,3,0,0,0,0,1,1
1967,3,part,0,0,0,3,0,0,0,0,1,1
1972,3,part,0,0,0,3,0,0,0,0,1,1
1977,3,part,0,0,0,3,0,0,0,0,1,1
1991,3,part,0,0,0,3,0,0,0,0,1,1
2001,3,part,0,0,0,3,0,0,0,0,1,1
2018,3,part,0,0,0,3,0,0,0,0,1,1
2040,3,part,0,0,0,3,0,0,0,0,1,1
2106,3,part,0,0,0,3,0,0,0,0,1,1
2107,3,part,0,0,0,3,0,0,0,0,1,1
2121,3,part,0,0,0,3,0,0,0,0,1,1
2129,3,part,0,0,0,3,0,0,0,0,1,1
2182,3,part,0,0,0,3,0,0,0,0,1,1
2187,3,part,0,0,0,3,0,0,0,0,1,1
2198,3,part,0,0,0,3,0,0,0,0,1,1
2229,3,part,0,0,0,3,0,0,0,0,1,1
2231,3,part,0,0,0,3,0,0,0,0,1,1
2242,3,part,0,0,0,3,0,0,0,0,1,1
2258,3,part,0,0,0,3,0,0,0,0,1,1
2270,3,part,0,0,0,3,0,0,0,0,1,1
19,4,train,4,0,0,0,0,0,0,0,1,1
97,4,train,4,0,0,0,0,0,0,0,1,1
142,4,train,4,0,0,0,0,0,0,0,1,1
285,4,train,4,0,0,0,0,0,0,0,1,1
301,4,train,4,0,0,0,0,0,0,0,1,1
364,4,train,4,0,0,0,0,0,0,0,1,1
382,4,train,4,0,0,0,0,0,0,0,1,1
411,4,train,4,0,0,0,0,0,0,0,1,1
1055,4,train|train_small,3,1,0,0,0,0,0,0,1,1
1067,4,train,4,0,0,0,0,0,0,0,1,1
1098,4,train_small,0,4,0,0,0,0,0,0,1,1
1122,4,train_small,0,4,0,0,0,0,0,0,1,1
1129,4,test,0,0,4,0,0,0,0,0,1,1
1139,4,train,4,0,0,0,0,0,0,0,1,1
1142,4,train|train_small,2,2,0,0,0,0,0,0,1,1
1143,4,train|train_small,1,3,0,0,0,0,0,0,1,1
1154,4,train|train_small,3,1,0,0,0,0,0,0,1,1
1191,4,train,4,0,0,0,0,0,0,0,1,1
1207,4,train|train_small,3,1,0,0,0,0,0,0,1,1
1223,4,train,4,0,0,0,0,0,0,0,1,1
1262,4,train|train_small,1,3,0,0,0,0,0,0,1,1
1265,4,train,4,0,0,0,0,0,0,0,1,1
1275,4,train|train_small,3,1,0,0,0,0,0,0,1,1
1280,4,train,4,0,0,0,0,0,0,0,1,1
1293,4,train|train_small,2,2,0,0,0,0,0,0,1,1
1296,4,train|train_small,1,3,0,0,0,0,0,0,1,1
1323,4,train|train_small,2,2,0,0,0,0,0,0,1,1
1327,4,train|train_small,2,2,0,0,0,0,0,0,1,1
1329,4,train|train_small,2,2,0,0,0,0,0,0,1,1
1349,4,train,4,0,0,0,0,0,0,0,1,1
1353,4,train|train_small,3,1,0,0,0,0,0,0,1,1
1375,4,train,4,0,0,0,0,0,0,0,1,1
1384,4,train,4,0,0,0,0,0,0,0,1,1
1416,4,train|train_small,2,2,0,0,0,0,0,0,1,1
1440,4,train|train_small,1,3,0,0,0,0,0,0,1,1
1460,4,train|train_small,2,2,0,0,0,0,0,0,1,1
1482,4,test,0,0,4,0,0,0,0,0,1,1
1503,4,train,4,0,0,0,0,0,0,0,1,1
1510,4,train|train_small,2,2,0,0,0,0,0,0,1,1
1544,4,train,4,0,0,0,0,0,0,0,1,1
1551,4,train,4,0,0,0,0,0,0,0,1,1
1557,4,train,4,0,0,0,0,0,0,0,1,1
1567,4,train,4,0,0,0,0,0,0,0,1,1
1583,4,train|train_small,3,1,0,0,0,0,0,0,1,1
1595,4,train|train_small,1,3,0,0,0,0,0,0,1,1
1597,4,train|train_small,3,1,0,0,0,0,0,0,1,1
1611,4,train,4,0,0,0,0,0,0,0,1,1
1803,4,part,0,0,0,4,0,0,0,0,1,1
1824,4,part,0,0,0,4,0,0,0,0,1,1
1837,4,part,0,0,0,4,0,0,0,0,1,1
1838,4,part,0,0,0,4,0,0,0,0,1,1
1851,4,part,0,0,0,4,0,0,0,0,1,1
1860,4,part,0,0,0,4,0,0,0,0,1,1
1878,4,part,0,0,0,4,0,0,0,0,1,1
1883,4,part,0,0,0,4,0,0,0,0,1,1
1885,4,part,0,0,0,4,0,0,0,0,1,1
1888,4,part,0,0,0,4,0,0,0,0,1,1
1897,4,part,0,0,0,4,0,0,0,0,1,1
1900,4,part,0,0,0,4,0,0,0,0,1,1
1902,4,part,0,0,0,4,0,0,0,0,1,1
1904,4,part,0,0,0,4,0,0,0,0,1,1
1911,4,part,0,0,0,4,0,0,0,0,1,1
1932,4,part,0,0,0,4,0,0,0,0,1,1
1966,4,part,0,0,0,4,0,0,0,0,1,1
1992,4,part,0,0,0,4,0,0,0,0,1,1
2013,4,part,0,0,0,4,0,0,0,0,1,1
2046,4,part,0,0,0,4,0,0,0,0,1,1
2055,4,part,0,0,0,4,0,0,0,0,1,1
2074,4,part,0,0,0,4,0,0,0,0,1,1
2103,4,part,0,0,0,4,0,0,0,0,1,1
2120,4,part,0,0,0,4,0,0,0,0,1,1
2124,4,part,0,0,0,4,0,0,0,0,1,1
2133,4,part,0,0,0,4,0,0,0,0,1,1
2134,4,part,0,0,0,4,0,0,0,0,1,1
2142,4,part,0,0,0,4,0,0,0,0,1,1
2166,4,part,0,0,0,4,0,0,0,0,1,1
2175,4,part,0,0,0,4,0,0,0,0,1,1
2183,4,part,0,0,0,4,0,0,0,0,1,1
2185,4,part,0,0,0,4,0,0,0,0,1,1
2208,4,part,0,0,0,4,0,0,0,0,1,1
2209,4,part,0,0,0,4,0,0,0,0,1,1
2215,4,part,0,0,0,4,0,0,0,0,1,1
2257,4,part,0,0,0,4,0,0,0,0,1,1
2275,4,part,0,0,0,4,0,0,0,0,1,1
2284,4,part,0,0,0,4,0,0,0,0,1,1
14,5,train,5,0,0,0,0,0,0,0,0,1
17,5,train,5,0,0,0,0,0,0,0,0,1
80,5,train,5,0,0,0,0,0,0,0,0,1
166,5,train,5,0,0,0,0,0,0,0,0,1
