speaker_id,total_utterances,train_utterances,train_small_utterances,test_utterances,part_utterances,unknown_utterances,group_count,groups
106,188,188,0,0,0,0,1,train
107,72,72,0,0,0,0,1,train
108,19,19,0,0,0,0,1,train
109,111,111,0,0,0,0,1,train
110,54,54,0,0,0,0,1,train
111,34,34,0,0,0,0,1,train
115,25,25,0,0,0,0,1,train
116,81,81,0,0,0,0,1,train
117,16,16,0,0,0,0,1,train
119,7,7,0,0,0,0,1,train
121,41,41,0,0,0,0,1,train
122,68,68,0,0,0,0,1,train
123,63,63,0,0,0,0,1,train
124,32,32,0,0,0,0,1,train
125,139,139,0,0,0,0,1,train
126,120,120,0,0,0,0,1,train
127,157,157,0,0,0,0,1,train
129,30,30,0,0,0,0,1,train
130,9,9,0,0,0,0,1,train
131,122,122,0,0,0,0,1,train
132,76,76,0,0,0,0,1,train
133,19,19,0,0,0,0,1,train
134,41,41,0,0,0,0,1,train
135,85,85,0,0,0,0,1,train
136,222,222,0,0,0,0,1,train
137,37,37,0,0,0,0,1,train
138,34,34,0,0,0,0,1,train
139,24,24,0,0,0,0,1,train
140,10,10,0,0,0,0,1,train
141,22,22,0,0,0,0,1,train
142,4,4,0,0,0,0,1,train
143,209,209,0,0,0,0,1,train
144,164,164,0,0,0,0,1,train
145,30,30,0,0,0,0,1,train
146,14,14,0,0,0,0,1,train
147,88,88,0,0,0,0,1,train
148,52,52,0,0,0,0,1,train
149,52,52,0,0,0,0,1,train
150,31,31,0,0,0,0,1,train
151,35,35,0,0,0,0,1,train
152,7,7,0,0,0,0,1,train
154,144,144,0,0,0,0,1,train
155,130,130,0,0,0,0,1,train
156,76,76,0,0,0,0,1,train
157,24,24,0,0,0,0,1,train
158,100,100,0,0,0,0,1,train
159,76,76,0,0,0,0,1,train
160,6,6,0,0,0,0,1,train
161,11,11,0,0,0,0,1,train
162,89,89,0,0,0,0,1,train
164,153,153,0,0,0,0,1,train
165,153,153,0,0,0,0,1,train
166,5,5,0,0,0,0,1,train
167,33,33,0,0,0,0,1,train
169,192,192,0,0,0,0,1,train
170,218,218,0,0,0,0,1,train
172,22,22,0,0,0,0,1,train
173,143,143,0,0,0,0,1,train
174,50,50,0,0,0,0,1,train
175,24,24,0,0,0,0,1,train
176,48,48,0,0,0,0,1,train
177,66,66,0,0,0,0,1,train
179,44,44,0,0,0,0,1,train
180,109,109,0,0,0,0,1,train
181,37,37,0,0,0,0,1,train
182,29,29,0,0,0,0,1,train
183,85,85,0,0,0,0,1,train
184,114,114,0,0,0,0,1,train
185,39,39,0,0,0,0,1,train
186,36,36,0,0,0,0,1,train
187,19,19,0,0,0,0,1,train
188,257,257,0,0,0,0,1,train
189,20,20,0,0,0,0,1,train
190,267,267,0,0,0,0,1,train
191,17,17,0,0,0,0,1,train
192,1,1,0,0,0,0,1,train
194,8,8,0,0,0,0,1,train
195,5,5,0,0,0,0,1,train
196,33,33,0,0,0,0,1,train
197,73,73,0,0,0,0,1,train
198,59,59,0,0,0,0,1,train
199,30,30,0,0,0,0,1,train
200,44,44,0,0,0,0,1,train
201,35,35,0,0,0,0,1,train
202,13,13,0,0,0,0,1,train
203,45,45,0,0,0,0,1,train
204,76,76,0,0,0,0,1,train
205,79,79,0,0,0,0,1,train
206,38,38,0,0,0,0,1,train
207,3,3,0,0,0,0,1,train
208,55,55,0,0,0,0,1,train
209,7,7,0,0,0,0,1,train
210,66,66,0,0,0,0,1,train
211,7,7,0,0,0,0,1,train
212,202,202,0,0,0,0,1,train
213,38,38,0,0,0,0,1,train
214,3,3,0,0,0,0,1,train
215,10,10,0,0,0,0,1,train
217,81,81,0,0,0,0,1,train
218,14,14,0,0,0,0,1,train
219,24,24,0,0,0,0,1,train
220,15,15,0,0,0,0,1,train
221,47,47,0,0,0,0,1,train
223,99,99,0,0,0,0,1,train
224,26,26,0,0,0,0,1,train
225,44,44,0,0,0,0,1,train
226,13,13,0,0,0,0,1,train
230,118,118,0,0,0,0,1,train
231,139,139,0,0,0,0,1,train
232,2,2,0,0,0,0,1,train
233,98,98,0,0,0,0,1,train
234,34,34,0,0,0,0,1,train
235,53,53,0,0,0,0,1,train
236,1,1,0,0,0,0,1,train
237,159,159,0,0,0,0,1,train
238,14,14,0,0,0,0,1,train
239,36,36,0,0,0,0,1,train
241,17,17,0,0,0,0,1,train
242,19,19,0,0,0,0,1,train
243,81,81,0,0,0,0,1,train
244,7,7,0,0,0,0,1,train
245,59,59,0,0,0,0,1,train
246,54,54,0,0,0,0,1,train
247,22,22,0,0,0,0,1,train
248,189,189,0,0,0,0,1,train
249,34,34,0,0,0,0,1,train
250,28,28,0,0,0,0,1,train
251,13,13,0,0,0,0,1,train
252,89,89,0,0,0,0,1,train
253,57,57,0,0,0,0,1,train
255,54,54,0,0,0,0,1,train
256,37,37,0,0,0,0,1,train
257,37,37,0,0,0,0,1,train
259,163,163,0,0,0,0,1,train
260,7,7,0,0,0,0,1,train
262,60,60,0,0,0,0,1,train
263,135,135,0,0,0,0,1,train
264,90,90,0,0,0,0,1,train
265,50,50,0,0,0,0,1,train
266,6,6,0,0,0,0,1,train
267,31,31,0,0,0,0,1,train
268,121,121,0,0,0,0,1,train
269,53,53,0,0,0,0,1,train
270,43,43,0,0,0,0,1,train
271,106,106,0,0,0,0,1,train
272,34,34,0,0,0,0,1,train
273,16,16,0,0,0,0,1,train
274,57,57,0,0,0,0,1,train
275,199,199,0,0,0,0,1,train
276,52,52,0,0,0,0,1,train
277,152,152,0,0,0,0,1,train
278,32,32,0,0,0,0,1,train
279,104,104,0,0,0,0,1,train
280,12,12,0,0,0,0,1,train
281,16,16,0,0,0,0,1,train
282,13,13,0,0,0,0,1,train
283,62,62,0,0,0,0,1,train
284,13,13,0,0,0,0,1,train
285,4,4,0,0,0,0,1,train
286,118,118,0,0,0,0,1,train
287,18,18,0,0,0,0,1,train
289,105,105,0,0,0,0,1,train
290,57,57,0,0,0,0,1,train
291,3,3,0,0,0,0,1,train
292,173,173,0,0,0,0,1,train
293,132,132,0,0,0,0,1,train
294,117,117,0,0,0,0,1,train
296,18,18,0,0,0,0,1,train
297,29,29,0,0,0,0,1,train
298,35,35,0,0,0,0,1,train
300,176,176,0,0,0,0,1,train
301,4,4,0,0,0,0,1,train
302,48,48,0,0,0,0,1,train
303,26,26,0,0,0,0,1,train
304,157,157,0,0,0,0,1,train
305,61,61,0,0,0,0,1,train
306,19,19,0,0,0,0,1,train
307,12,12,0,0,0,0,1,train
309,30,30,0,0,0,0,1,train
310,27,27,0,0,0,0,1,train
311,90,90,0,0,0,0,1,train
312,81,81,0,0,0,0,1,train
313,2,2,0,0,0,0,1,train
314,82,82,0,0,0,0,1,train
315,43,43,0,0,0,0,1,train
316,49,49,0,0,0,0,1,train
318,141,141,0,0,0,0,1,train
319,19,19,0,0,0,0,1,train
320,37,37,0,0,0,0,1,train
321,34,34,0,0,0,0,1,train
322,5,5,0,0,0,0,1,train
323,196,196,0,0,0,0,1,train
324,49,49,0,0,0,0,1,train
325,132,132,0,0,0,0,1,train
326,78,78,0,0,0,0,1,train
327,21,21,0,0,0,0,1,train
329,50,50,0,0,0,0,1,train
330,29,29,0,0,0,0,1,train
331,28,28,0,0,0,0,1,train
333,56,56,0,0,0,0,1,train
334,24,24,0,0,0,0,1,train
335,91,91,0,0,0,0,1,train
337,75,75,0,0,0,0,1,train
339,9,9,0,0,0,0,1,train
340,20,20,0,0,0,0,1,train
341,64,64,0,0,0,0,1,train
342,13,13,0,0,0,0,1,train
343,80,80,0,0,0,0,1,train
344,49,49,0,0,0,0,1,train
345,149,149,0,0,0,0,1,train
346,128,128,0,0,0,0,1,train
348,120,120,0,0,0,0,1,train
349,265,265,0,0,0,0,1,train
350,233,233,0,0,0,0,1,train
351,80,80,0,0,0,0,1,train
352,6,6,0,0,0,0,1,train
353,8,8,0,0,0,0,1,train
355,19,19,0,0,0,0,1,train
356,134,134,0,0,0,0,1,train
357,20,20,0,0,0,0,1,train
358,11,11,0,0,0,0,1,train
359,27,27,0,0,0,0,1,train
360,3,3,0,0,0,0,1,train
361,248,248,0,0,0,0,1,train
362,16,16,0,0,0,0,1,train
363,39,39,0,0,0,0,1,train
364,4,4,0,0,0,0,1,train
365,71,71,0,0,0,0,1,train
366,53,53,0,0,0,0,1,train
367,158,158,0,0,0,0,1,train
368,3,3,0,0,0,0,1,train
370,45,45,0,0,0,0,1,train
371,43,43,0,0,0,0,1,train
372,45,45,0,0,0,0,1,train
373,201,201,0,0,0,0,1,train
374,90,90,0,0,0,0,1,train
375,15,15,0,0,0,0,1,train
376,63,63,0,0,0,0,1,train
377,18,18,0,0,0,0,1,train
378,44,44,0,0,0,0,1,train
379,102,102,0,0,0,0,1,train
380,5,5,0,0,0,0,1,train
381,30,30,0,0,0,0,1,train
382,4,4,0,0,0,0,1,train
384,33,33,0,0,0,0,1,train
385,183,183,0,0,0,0,1,train
386,258,258,0,0,0,0,1,train
387,55,55,0,0,0,0,1,train
388,13,13,0,0,0,0,1,train
389,42,42,0,0,0,0,1,train
390,85,85,0,0,0,0,1,train
391,12,12,0,0,0,0,1,train
392,23,23,0,0,0,0,1,train
393,31,31,0,0,0,0,1,train
394,49,49,0,0,0,0,1,train
395,51,51,0,0,0,0,1,train
396,90,90,0,0,0,0,1,train
397,22,22,0,0,0,0,1,train
398,85,85,0,0,0,0,1,train
399,270,270,0,0,0,0,1,train
400,281,281,0,0,0,0,1,train
402,35,35,0,0,0,0,1,train
403,3,3,0,0,0,0,1,train
405,144,144,0,0,0,0,1,train
406,3,3,0,0,0,0,1,train
407,203,203,0,0,0,0,1,train
408,170,170,0,0,0,0,1,train
409,8,8,0,0,0,0,1,train
410,26,26,0,0,0,0,1,train
411,4,4,0,0,0,0,1,train
412,6,6,0,0,0,0,1,train
414,43,43,0,0,0,0,1,train
415,94,94,0,0,0,0,1,train
416,87,87,0,0,0,0,1,train
417,56,56,0,0,0,0,1,train
418,10,10,0,0,0,0,1,train
419,193,193,0,0,0,0,1,train
420,245,245,0,0,0,0,1,train
421,55,55,0,0,0,0,1,train
422,195,195,0,0,0,0,1,train
423,25,25,0,0,0,0,1,train
424,84,84,0,0,0,0,1,train
425,41,41,0,0,0,0,1,train
426,86,86,0,0,0,0,1,train
427,101,101,0,0,0,0,1,train
1000,1,1,0,0,0,0,1,train
1003,1,1,0,0,0,0,1,train
1004,1,0,1,0,0,0,1,train_small
1006,112,52,60,0,0,0,2,train|train_small
1007,9,4,5,0,0,0,2,train|train_small
1008,1,0,0,1,0,0,1,test
1009,9,7,2,0,0,0,2,train|train_small
1010,2,0,0,2,0,0,1,test
1011,3,2,1,0,0,0,2,train|train_small
1012,1,1,0,0,0,0,1,train
1014,3,0,3,0,0,0,1,train_small
1016,1,0,1,0,0,0,1,train_small
1017,2,2,0,0,0,0,1,train
1018,5,3,2,0,0,0,2,train|train_small
1019,1,0,1,0,0,0,1,train_small
1020,11,11,0,0,0,0,1,train
1022,5,3,2,0,0,0,2,train|train_small
1024,11,0,0,11,0,0,1,test
1025,19,14,5,0,0,0,2,train|train_small
1026,5,3,2,0,0,0,2,train|train_small
1027,143,0,0,143,0,0,1,test
1028,55,28,27,0,0,0,2,train|train_small
1029,305,260,45,0,0,0,2,train|train_small
1030,147,74,73,0,0,0,2,train|train_small
1031,28,28,0,0,0,0,1,train
1032,33,33,0,0,0,0,1,train
1033,49,29,20,0,0,0,2,train|train_small
1034,10,10,0,0,0,0,1,train
1035,15,0,0,15,0,0,1,test
1036,26,12,14,0,0,0,2,train|train_small
1037,9,4,5,0,0,0,2,train|train_small
1038,14,14,0,0,0,0,1,train
1039,23,0,0,23,0,0,1,test
1041,17,10,7,0,0,0,2,train|train_small
1042,44,24,20,0,0,0,2,train|train_small
1043,8,8,0,0,0,0,1,train
1044,14,8,6,0,0,0,2,train|train_small
1045,8,5,3,0,0,0,2,train|train_small
1046,9,5,4,0,0,0,2,train|train_small
1047,16,7,9,0,0,0,2,train|train_small
1048,3,0,0,3,0,0,1,test
1049,5,5,0,0,0,0,1,train
1050,3,3,0,0,0,0,1,train
1051,7,3,4,0,0,0,2,train|train_small
1052,5,4,1,0,0,0,2,train|train_small
1053,2,0,0,2,0,0,1,test
1054,2,2,0,0,0,0,1,train
1055,4,3,1,0,0,0,2,train|train_small
1056,2,2,0,0,0,0,1,train
1057,96,96,0,0,0,0,1,train
1058,106,0,0,106,0,0,1,test
1059,94,0,0,94,0,0,1,test
1060,86,86,0,0,0,0,1,train
1061,205,127,78,0,0,0,2,train|train_small
1062,106,106,0,0,0,0,1,train
1063,87,87,0,0,0,0,1,train
1064,90,90,0,0,0,0,1,train
1065,56,56,0,0,0,0,1,train
1066,1,1,0,0,0,0,1,train
1067,4,4,0,0,0,0,1,train
1068,84,0,0,84,0,0,1,test
1069,85,0,0,85,0,0,1,test
1070,2,2,0,0,0,0,1,train
1071,1,0,1,0,0,0,1,train_small
1072,2,1,1,0,0,0,2,train|train_small
1073,30,15,15,0,0,0,2,train|train_small
1074,118,0,0,118,0,0,1,test
1075,49,0,0,49,0,0,1,test
1076,14,14,0,0,0,0,1,train
1077,2,1,1,0,0,0,2,train|train_small
1078,1,0,0,1,0,0,1,test
1079,2,2,0,0,0,0,1,train
1080,2,2,0,0,0,0,1,train
1081,2,1,1,0,0,0,2,train|train_small
1082,27,27,0,0,0,0,1,train
1083,8,5,3,0,0,0,2,train|train_small
1084,8,2,6,0,0,0,2,train|train_small
1085,2,2,0,0,0,0,1,train
1086,1,0,1,0,0,0,1,train_small
1087,1,1,0,0,0,0,1,train
1088,1,0,1,0,0,0,1,train_small
1089,2,1,1,0,0,0,2,train|train_small
1090,16,16,0,0,0,0,1,train
1091,25,14,11,0,0,0,2,train|train_small
1092,2,0,0,2,0,0,1,test
1093,2,0,2,0,0,0,1,train_small
1094,7,0,0,7,0,0,1,test
1095,5,3,2,0,0,0,2,train|train_small
1096,7,4,3,0,0,0,2,train|train_small
1097,1,1,0,0,0,0,1,train
1098,4,0,4,0,0,0,1,train_small
1099,1,0,1,0,0,0,1,train_small
1100,2,0,2,0,0,0,1,train_small
1101,2,0,2,0,0,0,1,train_small
1103,2,2,0,0,0,0,1,train
1104,2,0,2,0,0,0,1,train_small
1105,2,0,2,0,0,0,1,train_small
1106,15,0,0,15,0,0,1,test
1107,1,0,0,1,0,0,1,test
1108,2,0,2,0,0,0,1,train_small
1109,43,0,43,0,0,0,1,train_small
1110,196,107,89,0,0,0,2,train|train_small
1111,54,26,28,0,0,0,2,train|train_small
1112,63,30,33,0,0,0,2,train|train_small
1114,38,12,26,0,0,0,2,train|train_small
1115,22,0,22,0,0,0,1,train_small
1116,8,4,4,0,0,0,2,train|train_small
1117,16,0,16,0,0,0,1,train_small
1118,21,0,21,0,0,0,1,train_small
1119,7,0,7,0,0,0,1,train_small
1120,9,0,0,9,0,0,1,test
1121,3,0,3,0,0,0,1,train_small
1122,4,0,4,0,0,0,1,train_small
1123,2,0,0,2,0,0,1,test
1124,3,2,1,0,0,0,2,train|train_small
1125,3,2,1,0,0,0,2,train|train_small
1126,8,0,8,0,0,0,1,train_small
1127,7,0,7,0,0,0,1,train_small
1128,14,14,0,0,0,0,1,train
1129,4,0,0,4,0,0,1,test
1130,3,0,3,0,0,0,1,train_small
1131,1,0,1,0,0,0,1,train_small
1132,25,13,12,0,0,0,2,train|train_small
1133,15,15,0,0,0,0,1,train
1134,42,22,20,0,0,0,2,train|train_small
1135,22,10,12,0,0,0,2,train|train_small
1136,7,5,2,0,0,0,2,train|train_small
1137,2,0,0,2,0,0,1,test
1138,77,40,37,0,0,0,2,train|train_small
1139,4,4,0,0,0,0,1,train
1141,3,1,2,0,0,0,2,train|train_small
1142,4,2,2,0,0,0,2,train|train_small
1143,4,1,3,0,0,0,2,train|train_small
1144,6,6,0,0,0,0,1,train
1145,2,1,1,0,0,0,2,train|train_small
1146,1,1,0,0,0,0,1,train
1147,1,1,0,0,0,0,1,train
1148,1366,1366,0,0,0,0,1,train
1149,3,2,1,0,0,0,2,train|train_small
1150,1,1,0,0,0,0,1,train
1152,1,1,0,0,0,0,1,train
1153,1,0,0,1,0,0,1,test
1154,4,3,1,0,0,0,2,train|train_small
1156,5,3,2,0,0,0,2,train|train_small
1157,16,9,7,0,0,0,2,train|train_small
1158,842,423,419,0,0,0,2,train|train_small
1159,2,0,0,2,0,0,1,test
1160,200,200,0,0,0,0,1,train
1161,2,2,0,0,0,0,1,train
1162,7,3,4,0,0,0,2,train|train_small
1163,3,3,0,0,0,0,1,train
1164,2,2,0,0,0,0,1,train
1165,1,0,1,0,0,0,1,train_small
1166,3,1,2,0,0,0,2,train|train_small
1167,133,64,69,0,0,0,2,train|train_small
1168,10,7,3,0,0,0,2,train|train_small
1169,1,0,1,0,0,0,1,train_small
1170,2,2,0,0,0,0,1,train
1171,84,46,38,0,0,0,2,train|train_small
1172,35,35,0,0,0,0,1,train
1173,22,0,0,22,0,0,1,test
1174,11,11,0,0,0,0,1,train
1175,5,0,0,5,0,0,1,test
1176,7,2,5,0,0,0,2,train|train_small
1177,2,1,1,0,0,0,2,train|train_small
1178,5,4,1,0,0,0,2,train|train_small
1179,11,0,0,11,0,0,1,test
1180,12,7,5,0,0,0,2,train|train_small
1181,5,5,0,0,0,0,1,train
1182,5,2,3,0,0,0,2,train|train_small
1183,1,0,1,0,0,0,1,train_small
1184,20,0,0,20,0,0,1,test
1185,6,6,0,0,0,0,1,train
1186,8,3,5,0,0,0,2,train|train_small
1187,1,1,0,0,0,0,1,train
1189,42,23,19,0,0,0,2,train|train_small
1190,19,0,0,19,0,0,1,test
1191,4,4,0,0,0,0,1,train
1192,2,1,1,0,0,0,2,train|train_small
1193,54,29,25,0,0,0,2,train|train_small
1194,2,2,0,0,0,0,1,train
1195,39,23,16,0,0,0,2,train|train_small
1196,8,8,0,0,0,0,1,train
1197,3,2,1,0,0,0,2,train|train_small
1198,28,28,0,0,0,0,1,train
1199,9,7,2,0,0,0,2,train|train_small
1200,7,5,2,0,0,0,2,train|train_small
1201,20,20,0,0,0,0,1,train
1202,6,2,4,0,0,0,2,train|train_small
1203,3,3,0,0,0,0,1,train
1204,1,1,0,0,0,0,1,train
1206,36,18,18,0,0,0,2,train|train_small
1207,4,3,1,0,0,0,2,train|train_small
1208,1,1,0,0,0,0,1,train
1209,5,1,4,0,0,0,2,train|train_small
1210,1,1,0,0,0,0,1,train
1211,52,28,24,0,0,0,2,train|train_small
1212,13,13,0,0,0,0,1,train
1213,1,1,0,0,0,0,1,train
1214,17,8,9,0,0,0,2,train|train_small
1215,34,21,13,0,0,0,2,train|train_small
1216,13,6,7,0,0,0,2,train|train_small
1217,8,6,2,0,0,0,2,train|train_small
1218,2,1,1,0,0,0,2,train|train_small
1220,16,0,0,16,0,0,1,test
1221,3,3,0,0,0,0,1,train
1222,40,40,0,0,0,0,1,train
1223,4,4,0,0,0,0,1,train
1224,17,8,9,0,0,0,2,train|train_small
1225,10,10,0,0,0,0,1,train
1226,15,15,0,0,0,0,1,train
1227,5,0,0,5,0,0,1,test
1228,47,24,23,0,0,0,2,train|train_small
1229,3,3,0,0,0,0,1,train
1230,8,0,0,8,0,0,1,test
1232,30,10,20,0,0,0,2,train|train_small
1233,2,1,1,0,0,0,2,train|train_small
1234,2,2,0,0,0,0,1,train
1235,2,2,0,0,0,0,1,train
1236,8,8,0,0,0,0,1,train
1237,2,2,0,0,0,0,1,train
1238,27,14,13,0,0,0,2,train|train_small
1239,1,1,0,0,0,0,1,train
1240,2,1,1,0,0,0,2,train|train_small
1241,2,1,1,0,0,0,2,train|train_small
1242,15,9,6,0,0,0,2,train|train_small
1243,33,15,18,0,0,0,2,train|train_small
1244,3,3,0,0,0,0,1,train
1245,3,3,0,0,0,0,1,train
1246,19,11,8,0,0,0,2,train|train_small
1247,3,3,0,0,0,0,1,train
1248,3,3,0,0,0,0,1,train
1249,14,3,11,0,0,0,2,train|train_small
1250,2,2,0,0,0,0,1,train
1251,10,6,4,0,0,0,2,train|train_small
1252,16,8,8,0,0,0,2,train|train_small
1253,6,4,2,0,0,0,2,train|train_small
1254,11,11,0,0,0,0,1,train
1255,6,3,3,0,0,0,2,train|train_small
1256,1,0,1,0,0,0,1,train_small
1257,9,6,3,0,0,0,2,train|train_small
1258,6,6,0,0,0,0,1,train
1259,1,1,0,0,0,0,1,train
1260,1,0,1,0,0,0,1,train_small
1261,11,11,0,0,0,0,1,train
1262,4,1,3,0,0,0,2,train|train_small
1263,12,4,8,0,0,0,2,train|train_small
1264,11,6,5,0,0,0,2,train|train_small
1265,4,4,0,0,0,0,1,train
1266,3,1,2,0,0,0,2,train|train_small
1267,3,1,2,0,0,0,2,train|train_small
1268,5,3,2,0,0,0,2,train|train_small
1269,3,2,1,0,0,0,2,train|train_small
1270,88,48,40,0,0,0,2,train|train_small
1271,12,12,0,0,0,0,1,train
1272,3,1,2,0,0,0,2,train|train_small
1273,3,0,0,3,0,0,1,test
1274,7,4,3,0,0,0,2,train|train_small
1275,4,3,1,0,0,0,2,train|train_small
1276,1,1,0,0,0,0,1,train
1277,15,9,6,0,0,0,2,train|train_small
1278,10,6,4,0,0,0,2,train|train_small
1280,4,4,0,0,0,0,1,train
1281,17,8,9,0,0,0,2,train|train_small
1282,7,6,1,0,0,0,2,train|train_small
1283,25,16,9,0,0,0,2,train|train_small
1284,16,10,6,0,0,0,2,train|train_small
1285,13,13,0,0,0,0,1,train
1287,17,8,9,0,0,0,2,train|train_small
1288,13,8,5,0,0,0,2,train|train_small
1289,18,11,7,0,0,0,2,train|train_small
1290,15,9,6,0,0,0,2,train|train_small
1291,9,4,5,0,0,0,2,train|train_small
1292,40,21,19,0,0,0,2,train|train_small
1293,4,2,2,0,0,0,2,train|train_small
1294,36,17,19,0,0,0,2,train|train_small
1295,41,41,0,0,0,0,1,train
1296,4,1,3,0,0,0,2,train|train_small
1297,2,2,0,0,0,0,1,train
1299,976,495,481,0,0,0,2,train|train_small
1300,1,0,1,0,0,0,1,train_small
1301,18,10,8,0,0,0,2,train|train_small
1302,3,2,1,0,0,0,2,train|train_small
1304,13,13,0,0,0,0,1,train
1305,201,101,100,0,0,0,2,train|train_small
1306,5,2,3,0,0,0,2,train|train_small
1307,8,6,2,0,0,0,2,train|train_small
1308,63,34,29,0,0,0,2,train|train_small
1309,63,36,27,0,0,0,2,train|train_small
1311,6,6,0,0,0,0,1,train
1313,1595,1595,0,0,0,0,1,train
1315,9,5,4,0,0,0,2,train|train_small
1316,2,2,0,0,0,0,1,train
1317,160,76,84,0,0,0,2,train|train_small
1319,3,0,3,0,0,0,1,train_small
1320,7,4,3,0,0,0,2,train|train_small
1321,33,33,0,0,0,0,1,train
1322,46,25,21,0,0,0,2,train|train_small
1323,4,2,2,0,0,0,2,train|train_small
1324,2,1,1,0,0,0,2,train|train_small
1325,41,24,17,0,0,0,2,train|train_small
1326,2,2,0,0,0,0,1,train
1327,4,2,2,0,0,0,2,train|train_small
1328,1,0,1,0,0,0,1,train_small
1329,4,2,2,0,0,0,2,train|train_small
1330,2,1,1,0,0,0,2,train|train_small
1331,13,6,7,0,0,0,2,train|train_small
1332,1,1,0,0,0,0,1,train
1334,3,1,2,0,0,0,2,train|train_small
1335,2,1,1,0,0,0,2,train|train_small
1337,3,3,0,0,0,0,1,train
1338,3,0,3,0,0,0,1,train_small
1339,26,11,15,0,0,0,2,train|train_small
1340,20,20,0,0,0,0,1,train
1341,22,9,13,0,0,0,2,train|train_small
1342,25,12,13,0,0,0,2,train|train_small
1343,6,2,4,0,0,0,2,train|train_small
1344,3,1,2,0,0,0,2,train|train_small
1345,3,1,2,0,0,0,2,train|train_small
1346,5,4,1,0,0,0,2,train|train_small
1347,1,1,0,0,0,0,1,train
1348,6,3,3,0,0,0,2,train|train_small
1349,4,4,0,0,0,0,1,train
1350,3,3,0,0,0,0,1,train
1351,1,0,1,0,0,0,1,train_small
1352,1,0,1,0,0,0,1,train_small
1353,4,3,1,0,0,0,2,train|train_small
1360,92,46,46,0,0,0,2,train|train_small
1361,1,0,1,0,0,0,1,train_small
1362,44,22,22,0,0,0,2,train|train_small
1363,70,38,32,0,0,0,2,train|train_small
1364,13,5,8,0,0,0,2,train|train_small
1365,45,25,20,0,0,0,2,train|train_small
1366,63,31,32,0,0,0,2,train|train_small
