speaker_id,final_split,trusted_utterance_count,train_utterance_count,train_small_utterance_count,provenance_signature,utterance_bucket,eligibility_reason
1033,train,49,29,20,train_and_train_small,20-49,evaluation_eligible_assigned_train
1034,train,10,10,0,train_only,10-19,evaluation_eligible_assigned_train
1036,train,26,12,14,train_and_train_small,20-49,evaluation_eligible_assigned_train
1037,train,9,4,5,train_and_train_small,under_10,train_eligible
1038,validation,14,14,0,train_only,10-19,evaluation_eligible_at_least_10
104,train,60,60,0,train_only,50+,evaluation_eligible_assigned_train
1041,test,17,10,7,train_and_train_small,10-19,evaluation_eligible_at_least_10
1042,train,44,24,20,train_and_train_small,20-49,evaluation_eligible_assigned_train
1043,train,8,8,0,train_only,under_10,train_eligible
1044,validation,14,8,6,train_and_train_small,10-19,evaluation_eligible_at_least_10
1045,train,8,5,3,train_and_train_small,under_10,train_eligible
1046,train,9,5,4,train_and_train_small,under_10,train_eligible
1047,validation,16,7,9,train_and_train_small,10-19,evaluation_eligible_at_least_10
1049,train,5,5,0,train_only,under_10,train_eligible
105,train,280,280,0,train_only,50+,evaluation_eligible_assigned_train
1050,excluded,3,3,0,train_only,under_10,fewer_than_5_trusted_utterances
1051,train,7,3,4,train_and_train_small,under_10,train_eligible
1052,train,5,4,1,train_and_train_small,under_10,train_eligible
1054,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1055,excluded,4,3,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1056,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1057,train,96,96,0,train_only,50+,evaluation_eligible_assigned_train
106,train,188,188,0,train_only,50+,evaluation_eligible_assigned_train
1060,test,86,86,0,train_only,50+,evaluation_eligible_at_least_10
1061,train,205,127,78,train_and_train_small,50+,evaluation_eligible_assigned_train
1062,train,106,106,0,train_only,50+,evaluation_eligible_assigned_train
1063,train,87,87,0,train_only,50+,evaluation_eligible_assigned_train
1064,test,90,90,0,train_only,50+,evaluation_eligible_at_least_10
1065,train,56,56,0,train_only,50+,evaluation_eligible_assigned_train
1066,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1067,excluded,4,4,0,train_only,under_10,fewer_than_5_trusted_utterances
107,validation,72,72,0,train_only,50+,evaluation_eligible_at_least_10
1070,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1071,excluded,1,0,1,train_small_only,under_10,fewer_than_5_trusted_utterances
1072,excluded,2,1,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1073,train,30,15,15,train_and_train_small,20-49,evaluation_eligible_assigned_train
1076,train,14,14,0,train_only,10-19,evaluation_eligible_assigned_train
1077,excluded,2,1,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1079,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
108,validation,19,19,0,train_only,10-19,evaluation_eligible_at_least_10
1080,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1081,excluded,2,1,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1082,train,27,27,0,train_only,20-49,evaluation_eligible_assigned_train
1083,train,8,5,3,train_and_train_small,under_10,train_eligible
1084,train,8,2,6,train_and_train_small,under_10,train_eligible
1085,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1086,excluded,1,0,1,train_small_only,under_10,fewer_than_5_trusted_utterances
1087,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1088,excluded,1,0,1,train_small_only,under_10,fewer_than_5_trusted_utterances
1089,excluded,2,1,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
109,train,111,111,0,train_only,50+,evaluation_eligible_assigned_train
1090,test,16,16,0,train_only,10-19,evaluation_eligible_at_least_10
1091,train,25,14,11,train_and_train_small,20-49,evaluation_eligible_assigned_train
1093,excluded,2,0,2,train_small_only,under_10,fewer_than_5_trusted_utterances
1095,train,5,3,2,train_and_train_small,under_10,train_eligible
1096,train,7,4,3,train_and_train_small,under_10,train_eligible
1097,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1098,excluded,4,0,4,train_small_only,under_10,fewer_than_5_trusted_utterances
1099,excluded,1,0,1,train_small_only,under_10,fewer_than_5_trusted_utterances
11,test,163,163,0,train_only,50+,evaluation_eligible_at_least_10
110,test,54,54,0,train_only,50+,evaluation_eligible_at_least_10
1100,excluded,2,0,2,train_small_only,under_10,fewer_than_5_trusted_utterances
1101,excluded,2,0,2,train_small_only,under_10,fewer_than_5_trusted_utterances
1103,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1104,excluded,2,0,2,train_small_only,under_10,fewer_than_5_trusted_utterances
1105,excluded,2,0,2,train_small_only,under_10,fewer_than_5_trusted_utterances
1108,excluded,2,0,2,train_small_only,under_10,fewer_than_5_trusted_utterances
1109,train,43,0,43,train_small_only,20-49,evaluation_eligible_assigned_train
111,train,34,34,0,train_only,20-49,evaluation_eligible_assigned_train
1110,train,196,107,89,train_and_train_small,50+,evaluation_eligible_assigned_train
1111,train,54,26,28,train_and_train_small,50+,evaluation_eligible_assigned_train
1112,test,63,30,33,train_and_train_small,50+,evaluation_eligible_at_least_10
1114,validation,38,12,26,train_and_train_small,20-49,evaluation_eligible_at_least_10
1115,train,22,0,22,train_small_only,20-49,evaluation_eligible_assigned_train
1116,train,8,4,4,train_and_train_small,under_10,train_eligible
1117,train,16,0,16,train_small_only,10-19,evaluation_eligible_assigned_train
1118,validation,21,0,21,train_small_only,20-49,evaluation_eligible_at_least_10
1119,train,7,0,7,train_small_only,under_10,train_eligible
1121,excluded,3,0,3,train_small_only,under_10,fewer_than_5_trusted_utterances
1122,excluded,4,0,4,train_small_only,under_10,fewer_than_5_trusted_utterances
1124,excluded,3,2,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1125,excluded,3,2,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1126,train,8,0,8,train_small_only,under_10,train_eligible
1127,train,7,0,7,train_small_only,under_10,train_eligible
1128,train,14,14,0,train_only,10-19,evaluation_eligible_assigned_train
1130,excluded,3,0,3,train_small_only,under_10,fewer_than_5_trusted_utterances
1131,excluded,1,0,1,train_small_only,under_10,fewer_than_5_trusted_utterances
1132,train,25,13,12,train_and_train_small,20-49,evaluation_eligible_assigned_train
1133,train,15,15,0,train_only,10-19,evaluation_eligible_assigned_train
1134,train,42,22,20,train_and_train_small,20-49,evaluation_eligible_assigned_train
1135,validation,22,10,12,train_and_train_small,20-49,evaluation_eligible_at_least_10
1136,train,7,5,2,train_and_train_small,under_10,train_eligible
1138,train,77,40,37,train_and_train_small,50+,evaluation_eligible_assigned_train
1139,excluded,4,4,0,train_only,under_10,fewer_than_5_trusted_utterances
1141,excluded,3,1,2,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1142,excluded,4,2,2,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1143,excluded,4,1,3,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1144,train,6,6,0,train_only,under_10,train_eligible
1145,excluded,2,1,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1146,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1147,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1148,train,1366,1366,0,train_only,50+,evaluation_eligible_assigned_train
1149,excluded,3,2,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
115,train,25,25,0,train_only,20-49,evaluation_eligible_assigned_train
1150,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1152,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1154,excluded,4,3,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1156,train,5,3,2,train_and_train_small,under_10,train_eligible
1157,validation,16,9,7,train_and_train_small,10-19,evaluation_eligible_at_least_10
1158,test,842,423,419,train_and_train_small,50+,evaluation_eligible_at_least_10
116,validation,81,81,0,train_only,50+,evaluation_eligible_at_least_10
1160,train,200,200,0,train_only,50+,evaluation_eligible_assigned_train
1161,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1162,train,7,3,4,train_and_train_small,under_10,train_eligible
1163,excluded,3,3,0,train_only,under_10,fewer_than_5_trusted_utterances
1164,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1165,excluded,1,0,1,train_small_only,under_10,fewer_than_5_trusted_utterances
1166,excluded,3,1,2,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1167,train,133,64,69,train_and_train_small,50+,evaluation_eligible_assigned_train
1168,train,10,7,3,train_and_train_small,10-19,evaluation_eligible_assigned_train
1169,excluded,1,0,1,train_small_only,under_10,fewer_than_5_trusted_utterances
117,train,16,16,0,train_only,10-19,evaluation_eligible_assigned_train
1170,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1171,train,84,46,38,train_and_train_small,50+,evaluation_eligible_assigned_train
1172,train,35,35,0,train_only,20-49,evaluation_eligible_assigned_train
1174,train,11,11,0,train_only,10-19,evaluation_eligible_assigned_train
1176,train,7,2,5,train_and_train_small,under_10,train_eligible
1177,excluded,2,1,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1178,train,5,4,1,train_and_train_small,under_10,train_eligible
1180,train,12,7,5,train_and_train_small,10-19,evaluation_eligible_assigned_train
1181,train,5,5,0,train_only,under_10,train_eligible
1182,train,5,2,3,train_and_train_small,under_10,train_eligible
1183,excluded,1,0,1,train_small_only,under_10,fewer_than_5_trusted_utterances
1185,train,6,6,0,train_only,under_10,train_eligible
1186,train,8,3,5,train_and_train_small,under_10,train_eligible
1187,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1189,train,42,23,19,train_and_train_small,20-49,evaluation_eligible_assigned_train
119,train,7,7,0,train_only,under_10,train_eligible
1191,excluded,4,4,0,train_only,under_10,fewer_than_5_trusted_utterances
1192,excluded,2,1,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1193,test,54,29,25,train_and_train_small,50+,evaluation_eligible_at_least_10
1194,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1195,test,39,23,16,train_and_train_small,20-49,evaluation_eligible_at_least_10
1196,train,8,8,0,train_only,under_10,train_eligible
1197,excluded,3,2,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1198,test,28,28,0,train_only,20-49,evaluation_eligible_at_least_10
1199,train,9,7,2,train_and_train_small,under_10,train_eligible
12,train,74,74,0,train_only,50+,evaluation_eligible_assigned_train
1200,train,7,5,2,train_and_train_small,under_10,train_eligible
1201,train,20,20,0,train_only,20-49,evaluation_eligible_assigned_train
1202,train,6,2,4,train_and_train_small,under_10,train_eligible
1203,excluded,3,3,0,train_only,under_10,fewer_than_5_trusted_utterances
1204,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1206,train,36,18,18,train_and_train_small,20-49,evaluation_eligible_assigned_train
1207,excluded,4,3,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1208,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1209,train,5,1,4,train_and_train_small,under_10,train_eligible
121,train,41,41,0,train_only,20-49,evaluation_eligible_assigned_train
1210,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1211,train,52,28,24,train_and_train_small,50+,evaluation_eligible_assigned_train
1212,validation,13,13,0,train_only,10-19,evaluation_eligible_at_least_10
1213,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1214,train,17,8,9,train_and_train_small,10-19,evaluation_eligible_assigned_train
1215,train,34,21,13,train_and_train_small,20-49,evaluation_eligible_assigned_train
1216,train,13,6,7,train_and_train_small,10-19,evaluation_eligible_assigned_train
1217,train,8,6,2,train_and_train_small,under_10,train_eligible
1218,excluded,2,1,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
122,test,68,68,0,train_only,50+,evaluation_eligible_at_least_10
1221,excluded,3,3,0,train_only,under_10,fewer_than_5_trusted_utterances
1222,train,40,40,0,train_only,20-49,evaluation_eligible_assigned_train
1223,excluded,4,4,0,train_only,under_10,fewer_than_5_trusted_utterances
1224,test,17,8,9,train_and_train_small,10-19,evaluation_eligible_at_least_10
1225,validation,10,10,0,train_only,10-19,evaluation_eligible_at_least_10
1226,train,15,15,0,train_only,10-19,evaluation_eligible_assigned_train
1228,validation,47,24,23,train_and_train_small,20-49,evaluation_eligible_at_least_10
1229,excluded,3,3,0,train_only,under_10,fewer_than_5_trusted_utterances
123,train,63,63,0,train_only,50+,evaluation_eligible_assigned_train
1232,train,30,10,20,train_and_train_small,20-49,evaluation_eligible_assigned_train
1233,excluded,2,1,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1234,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1235,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1236,train,8,8,0,train_only,under_10,train_eligible
1237,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1238,validation,27,14,13,train_and_train_small,20-49,evaluation_eligible_at_least_10
1239,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
124,train,32,32,0,train_only,20-49,evaluation_eligible_assigned_train
1240,excluded,2,1,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1241,excluded,2,1,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1242,test,15,9,6,train_and_train_small,10-19,evaluation_eligible_at_least_10
1243,train,33,15,18,train_and_train_small,20-49,evaluation_eligible_assigned_train
1244,excluded,3,3,0,train_only,under_10,fewer_than_5_trusted_utterances
1245,excluded,3,3,0,train_only,under_10,fewer_than_5_trusted_utterances
1246,train,19,11,8,train_and_train_small,10-19,evaluation_eligible_assigned_train
1247,excluded,3,3,0,train_only,under_10,fewer_than_5_trusted_utterances
1248,excluded,3,3,0,train_only,under_10,fewer_than_5_trusted_utterances
1249,train,14,3,11,train_and_train_small,10-19,evaluation_eligible_assigned_train
125,test,139,139,0,train_only,50+,evaluation_eligible_at_least_10
1250,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1251,train,10,6,4,train_and_train_small,10-19,evaluation_eligible_assigned_train
1252,train,16,8,8,train_and_train_small,10-19,evaluation_eligible_assigned_train
1253,train,6,4,2,train_and_train_small,under_10,train_eligible
1254,train,11,11,0,train_only,10-19,evaluation_eligible_assigned_train
1255,train,6,3,3,train_and_train_small,under_10,train_eligible
1256,excluded,1,0,1,train_small_only,under_10,fewer_than_5_trusted_utterances
1257,train,9,6,3,train_and_train_small,under_10,train_eligible
1258,train,6,6,0,train_only,under_10,train_eligible
1259,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
126,train,120,120,0,train_only,50+,evaluation_eligible_assigned_train
1260,excluded,1,0,1,train_small_only,under_10,fewer_than_5_trusted_utterances
1261,train,11,11,0,train_only,10-19,evaluation_eligible_assigned_train
1262,excluded,4,1,3,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1263,train,12,4,8,train_and_train_small,10-19,evaluation_eligible_assigned_train
1264,train,11,6,5,train_and_train_small,10-19,evaluation_eligible_assigned_train
1265,excluded,4,4,0,train_only,under_10,fewer_than_5_trusted_utterances
1266,excluded,3,1,2,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1267,excluded,3,1,2,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1268,train,5,3,2,train_and_train_small,under_10,train_eligible
1269,excluded,3,2,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
127,train,157,157,0,train_only,50+,evaluation_eligible_assigned_train
1270,validation,88,48,40,train_and_train_small,50+,evaluation_eligible_at_least_10
1271,test,12,12,0,train_only,10-19,evaluation_eligible_at_least_10
1272,excluded,3,1,2,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1274,train,7,4,3,train_and_train_small,under_10,train_eligible
1275,excluded,4,3,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1276,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1277,test,15,9,6,train_and_train_small,10-19,evaluation_eligible_at_least_10
1278,train,10,6,4,train_and_train_small,10-19,evaluation_eligible_assigned_train
1280,excluded,4,4,0,train_only,under_10,fewer_than_5_trusted_utterances
1281,validation,17,8,9,train_and_train_small,10-19,evaluation_eligible_at_least_10
1282,train,7,6,1,train_and_train_small,under_10,train_eligible
1283,train,25,16,9,train_and_train_small,20-49,evaluation_eligible_assigned_train
1284,train,16,10,6,train_and_train_small,10-19,evaluation_eligible_assigned_train
1285,train,13,13,0,train_only,10-19,evaluation_eligible_assigned_train
1287,validation,17,8,9,train_and_train_small,10-19,evaluation_eligible_at_least_10
1288,test,13,8,5,train_and_train_small,10-19,evaluation_eligible_at_least_10
1289,train,18,11,7,train_and_train_small,10-19,evaluation_eligible_assigned_train
129,train,30,30,0,train_only,20-49,evaluation_eligible_assigned_train
1290,validation,15,9,6,train_and_train_small,10-19,evaluation_eligible_at_least_10
1291,train,9,4,5,train_and_train_small,under_10,train_eligible
1292,train,40,21,19,train_and_train_small,20-49,evaluation_eligible_assigned_train
1293,excluded,4,2,2,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1294,train,36,17,19,train_and_train_small,20-49,evaluation_eligible_assigned_train
1295,train,41,41,0,train_only,20-49,evaluation_eligible_assigned_train
1296,excluded,4,1,3,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1297,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1299,test,976,495,481,train_and_train_small,50+,evaluation_eligible_at_least_10
13,validation,198,198,0,train_only,50+,evaluation_eligible_at_least_10
130,train,9,9,0,train_only,under_10,train_eligible
1300,excluded,1,0,1,train_small_only,under_10,fewer_than_5_trusted_utterances
1301,train,18,10,8,train_and_train_small,10-19,evaluation_eligible_assigned_train
1302,excluded,3,2,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1304,validation,13,13,0,train_only,10-19,evaluation_eligible_at_least_10
1305,train,201,101,100,train_and_train_small,50+,evaluation_eligible_assigned_train
1306,train,5,2,3,train_and_train_small,under_10,train_eligible
1307,train,8,6,2,train_and_train_small,under_10,train_eligible
1308,train,63,34,29,train_and_train_small,50+,evaluation_eligible_assigned_train
1309,train,63,36,27,train_and_train_small,50+,evaluation_eligible_assigned_train
131,validation,122,122,0,train_only,50+,evaluation_eligible_at_least_10
1311,train,6,6,0,train_only,under_10,train_eligible
1313,train,1595,1595,0,train_only,50+,evaluation_eligible_assigned_train
1315,train,9,5,4,train_and_train_small,under_10,train_eligible
1316,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1317,validation,160,76,84,train_and_train_small,50+,evaluation_eligible_at_least_10
1319,excluded,3,0,3,train_small_only,under_10,fewer_than_5_trusted_utterances
132,train,76,76,0,train_only,50+,evaluation_eligible_assigned_train
1320,train,7,4,3,train_and_train_small,under_10,train_eligible
1321,validation,33,33,0,train_only,20-49,evaluation_eligible_at_least_10
1322,test,46,25,21,train_and_train_small,20-49,evaluation_eligible_at_least_10
1323,excluded,4,2,2,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1324,excluded,2,1,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1325,validation,41,24,17,train_and_train_small,20-49,evaluation_eligible_at_least_10
1326,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1327,excluded,4,2,2,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1328,excluded,1,0,1,train_small_only,under_10,fewer_than_5_trusted_utterances
1329,excluded,4,2,2,train_and_train_small,under_10,fewer_than_5_trusted_utterances
133,test,19,19,0,train_only,10-19,evaluation_eligible_at_least_10
1330,excluded,2,1,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1331,train,13,6,7,train_and_train_small,10-19,evaluation_eligible_assigned_train
1332,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1334,excluded,3,1,2,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1335,excluded,2,1,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1337,excluded,3,3,0,train_only,under_10,fewer_than_5_trusted_utterances
1338,excluded,3,0,3,train_small_only,under_10,fewer_than_5_trusted_utterances
1339,validation,26,11,15,train_and_train_small,20-49,evaluation_eligible_at_least_10
134,train,41,41,0,train_only,20-49,evaluation_eligible_assigned_train
1340,test,20,20,0,train_only,20-49,evaluation_eligible_at_least_10
1341,train,22,9,13,train_and_train_small,20-49,evaluation_eligible_assigned_train
1342,train,25,12,13,train_and_train_small,20-49,evaluation_eligible_assigned_train
1343,train,6,2,4,train_and_train_small,under_10,train_eligible
1344,excluded,3,1,2,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1345,excluded,3,1,2,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1346,train,5,4,1,train_and_train_small,under_10,train_eligible
1347,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1348,train,6,3,3,train_and_train_small,under_10,train_eligible
1349,excluded,4,4,0,train_only,under_10,fewer_than_5_trusted_utterances
135,train,85,85,0,train_only,50+,evaluation_eligible_assigned_train
1350,excluded,3,3,0,train_only,under_10,fewer_than_5_trusted_utterances
1351,excluded,1,0,1,train_small_only,under_10,fewer_than_5_trusted_utterances
1352,excluded,1,0,1,train_small_only,under_10,fewer_than_5_trusted_utterances
1353,excluded,4,3,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
136,train,222,222,0,train_only,50+,evaluation_eligible_assigned_train
1360,train,92,46,46,train_and_train_small,50+,evaluation_eligible_assigned_train
1361,excluded,1,0,1,train_small_only,under_10,fewer_than_5_trusted_utterances
1362,test,44,22,22,train_and_train_small,20-49,evaluation_eligible_at_least_10
1363,validation,70,38,32,train_and_train_small,50+,evaluation_eligible_at_least_10
1364,validation,13,5,8,train_and_train_small,10-19,evaluation_eligible_at_least_10
1365,train,45,25,20,train_and_train_small,20-49,evaluation_eligible_assigned_train
1366,train,63,31,32,train_and_train_small,50+,evaluation_eligible_assigned_train
1367,test,70,37,33,train_and_train_small,50+,evaluation_eligible_at_least_10
1368,train,30,17,13,train_and_train_small,20-49,evaluation_eligible_assigned_train
1369,train,10,7,3,train_and_train_small,10-19,evaluation_eligible_assigned_train
137,train,37,37,0,train_only,20-49,evaluation_eligible_assigned_train
1370,train,481,241,240,train_and_train_small,50+,evaluation_eligible_assigned_train
1372,train,221,101,120,train_and_train_small,50+,evaluation_eligible_assigned_train
1373,train,15,15,0,train_only,10-19,evaluation_eligible_assigned_train
1374,excluded,2,1,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1375,excluded,4,4,0,train_only,under_10,fewer_than_5_trusted_utterances
138,validation,34,34,0,train_only,20-49,evaluation_eligible_at_least_10
1380,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1381,excluded,2,1,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1382,train,7,4,3,train_and_train_small,under_10,train_eligible
1383,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1384,excluded,4,4,0,train_only,under_10,fewer_than_5_trusted_utterances
1385,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1386,train,5,3,2,train_and_train_small,under_10,train_eligible
1387,train,395,198,197,train_and_train_small,50+,evaluation_eligible_assigned_train
139,train,24,24,0,train_only,20-49,evaluation_eligible_assigned_train
1390,excluded,1,0,1,train_small_only,under_10,fewer_than_5_trusted_utterances
1392,validation,15,6,9,train_and_train_small,10-19,evaluation_eligible_at_least_10
1393,train,7,5,2,train_and_train_small,under_10,train_eligible
1394,train,57,32,25,train_and_train_small,50+,evaluation_eligible_assigned_train
1395,train,50,27,23,train_and_train_small,50+,evaluation_eligible_assigned_train
1396,train,41,21,20,train_and_train_small,20-49,evaluation_eligible_assigned_train
1397,train,8,2,6,train_and_train_small,under_10,train_eligible
1398,excluded,3,1,2,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1399,train,107,107,0,train_only,50+,evaluation_eligible_assigned_train
14,train,5,5,0,train_only,under_10,train_eligible
140,test,10,10,0,train_only,10-19,evaluation_eligible_at_least_10
1400,train,76,76,0,train_only,50+,evaluation_eligible_assigned_train
1401,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1402,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1403,excluded,2,1,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1404,train,21,21,0,train_only,20-49,evaluation_eligible_assigned_train
1405,train,42,25,17,train_and_train_small,20-49,evaluation_eligible_assigned_train
1406,train,35,15,20,train_and_train_small,20-49,evaluation_eligible_assigned_train
1407,excluded,3,2,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1408,train,38,20,18,train_and_train_small,20-49,evaluation_eligible_assigned_train
1409,train,8,8,0,train_only,under_10,train_eligible
141,train,22,22,0,train_only,20-49,evaluation_eligible_assigned_train
1411,train,77,43,34,train_and_train_small,50+,evaluation_eligible_assigned_train
1412,test,63,41,22,train_and_train_small,50+,evaluation_eligible_at_least_10
1413,excluded,1,0,1,train_small_only,under_10,fewer_than_5_trusted_utterances
1414,train,32,19,13,train_and_train_small,20-49,evaluation_eligible_assigned_train
1416,excluded,4,2,2,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1417,excluded,1,0,1,train_small_only,under_10,fewer_than_5_trusted_utterances
1418,excluded,1,0,1,train_small_only,under_10,fewer_than_5_trusted_utterances
142,excluded,4,4,0,train_only,under_10,fewer_than_5_trusted_utterances
1421,train,16,10,6,train_and_train_small,10-19,evaluation_eligible_assigned_train
1422,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1423,train,7,7,0,train_only,under_10,train_eligible
1424,train,15,7,8,train_and_train_small,10-19,evaluation_eligible_assigned_train
