speaker_id,split,ranking_sha256
35,train,0567d068bbbe7b32b6c5622cfde3c09d951882710c1bc2d5e4b66ec8b1592094
36,train,1d84ca6898c722423622c8e6cc79d7a0019f0fccb24a5340e62f2bc7e3307539
37,train,9cdec356015ad468677cf2ad8fabfd02fc9445254777659078b2c0e5ecf7a66e
38,train,2baf99ef1f87da6dc5562ffa22bcc8f02f13f276756b677c1f5fd759db416346
39,train,697f0a4f4d57a35a248c2beb830c17d991f7da97288b6142e3a35aa7e9b99030
40,train,79ffa06b303c00f3669f034dc6e38cdb65b5465b997842011f04c2086651b789
41,train,7ea7bd74ce4d3a28675c5965b165bd9d45ad854808fb72f375432f567e19a024
42,train,576e8087a5f3194fb32df7a942679f09aeb4bdc207e6f898fb71ce934d3b98b7
43,validation,e9d224036bf901224e6777b87a5c5d19f826a8ec2d8a9fa035f0763411424393
44,validation,d6362b55cee9173e64266bc7cde63f3aa9f722e41e5a08087b6eedfa46750188
45,train,1d98fef54d8883ae0ef40c21ce418de8debcc677b63d81a332a3d4fc703299bc
46,train,5f3d071a86705ba94ff74434b174cb278e6e2b6bccfc2e122e498cb2dc64f0b2
47,train,9f482a8094b7d51748ac651c399a1d674d578d5d2a6be4881469415cd06f39fb
48,train,2732e81c94bfb5737dea5b9e688db4609a19bb75bc2d81c3de8c8f85d5c5226c
49,train,b0fe4c3e4fcb4d79a309b215ef34f5c51e18b5ed611c2460d3231ec296a16449
50,final_test,f5253d24d09a7c34207f5bc652ea4b1f6c596267113065c56042712eb7ca0a1e
51,train,2e67f0e2de4b6041178e0a49d651aaeb17eceb7894bfc2f771d5517108dd559c
52,train,19b24f804bc2005fa1fd6e79bdb20d88afc6052189e5656f592e53b727cd2ea5
53,train,4b51fef7f6c88e88a296a8de1ffe9b503ea1313fe782a495289f356bee25e920
54,train,235b58d1c37374dba57f6607889f8825bd474e671d3802d663b09956ea6d116a
55,train,7b5d5efd801861a3334e96644c40e30b848e06708e68f48ec7212a1f3122025e
56,train,455fb3b53f1fa95f75ba87ef0689fcc496a52d475c9515fa2d07033af98b4c3c
57,train,52a9987e84da600ea01c2d0a5ed36064c08c1232e97a3b1d6b0ddc55651d3b73
58,train,33b1306e5a657077ad3ce7d91af8fd017d43214ea81d601fe53d7626ef9faf25
59,validation,dfaca336a913d051642778f1c58e53b3a088e37952bd9c7a2579afcb7a24e43f
60,train,20ac4cb3573510279bc4d49bf5dcc3e522446a13c234f85109721ddec6d14d71
61,final_test,f930011c05b56f59dedaf4f5c9e51c0f783ef210f417752cb994a94061055d4d
62,train,1a8e0a2d8d5454f7bb3a69cbc8552f60274896acbae18fafb5fa171a8ae0c3b6
63,train,1e69b6c05caa25e10abc58493f42a45cbcc3f5a2a6c832ef8f2c357eed67ba84
64,train,7e7db790fce6767b2a0b57b669d0af4ee7ebff368c107cc447ca8dc14397dfa7
65,final_test,f331eeb9ea8d22fe3d77c2b8366dc4722a1460e78133cd657908d22bca8f9274
66,train,2edf5bf6d3ebaa2d9f26336afc498f36ff8182b130cd2cead5871a02042a389d
67,train,56d9affdb24d7278e749eb5b3ea9a7e0568dfdaf0aaa22a53a712bf087b4b808
68,final_test,f5306068820b4ff5c61f18b99dd48fdcecc6783679518ac926f4f33f3fe9fd80
69,final_test,f308726be4f00946736f744ab93113cc4feb1274528f7ac10ddde91a8809089f
70,train,223b63adbef48d3724f25470147b796474086a2bfc330faf7f9d54c5229378c8
71,train,17cc511f308e0a2de3626a9e6307484a801498ea0346eae342fdb315f096b42e
72,train,89b20b64e683b7aea3a7e9557c230daa32bedaa9301bc5014b342fe7653e00b2
73,train,0adde0983b57a1a095781d4d3d5e38409f26b9f962ce992642597305123bafe9
74,final_test,eeae4fef5935d9268d9ac13e3c872424c943b4be459304cac6825027498b107a
75,final_test,fc3f40884d86a8584afaa23fcc6fadaff3993e2ad74652ca7d87976b317a245b
76,train,2e75ebcf6c0895aa57f81265d48cb69317556bb4149ce01b13ed73d0c2821217
77,train,6ac159f1945dd2294f49b9bfc9800e682cf3a25c455fa5c94da07c3843523e5a
78,train,99733dd0c48fa1ce6bdab6f3c94bbc2ed858425732f8989a4e20d85ed7d4eb8a
79,train,6e5d6bb78293c2a2423a6544dea99fb59b763ddb46a54316978fbc36175f66b1
80,train,2610edfc9fc14cb22c7147b32a645d87e04b70addc477f13070fb8d3295898ce
81,validation,e1e95b8564c565998681f0bed1cc8736c2a0dc9e3c46d54ecfb05396e5fa4cc0
82,train,401f0bcc106e19d63119d86334115330466e200c1c0020778ea13b5619e035bb
83,train,51ed8233dde9661c6362f635fca2b8a23e3be72bf0d6e2db1c158ea9a908bbd0
84,train,8cc5b30c62c706d1c2b4fbe8d0de3b5667be5a00e507aee58fdcb5b836c8c542
85,train,1266eece895f7aba74bdad9c8ab5f3c4d7e2aef109fca3bfccb1a823f8b248c1
86,train,391a1f6a3e428ae799a7a5195e8a0e1bb9a30007c5a90e4b58586dceeb7d7434
87,final_test,f8c38f8b9ea97367c96f65b5a1437fa7478bf84146ed822e2786ba3d3ea082d6
88,train,1b8eb5858d04cb5e7e3a10c60d02bc040bbc4880afabbd74637261f49a225356
89,validation,e71f543c7d7b0167363ff517b8ca691815ada0b105c77d5c6a0317ca681c1e54
90,validation,dcc7ef166f8fd309d0453b4ffd5f137f498af0d8b763d5bd1a2b7019f3613eb2
91,train,b9c6563748a0a1725884b6d064512049750c6b1145d0187fee18766cb036a700
92,train,5f965b6ec266f7cf45676451f91a075621aebd0a0b9390d81cff3fd6b43bed42
93,train,c311132f331269cbf9d66b7707842c7a273b4cfc4564a228045ea0037e1f4bb9
94,train,4aab5cb6a1f54e20fe3608fe0b854a581adf45b2b378795188fd3c9772afaafd
95,train,8d61f45b0e8115dcdc71a5601e90e2a1e772f178575f1567346d740c7eb15f81
96,train,36cb79cda2555d29819d5842aafa255957f91e9d06b6b6805d844d96b13edc48
97,train,6ffe2ee768f912d842b10e668c7a822ad8cbaffe2b6a3681110d02f21fc7100f
98,train,c804975c869572ada056c5e6c05243daa2ba7dc3f52674b721028d5021da8afa
99,final_test,ee04f0b19e4abf9572aa9a609919e14371bb1aa41c6f6623524d2bdf24af6c83
100,train,d486c3420c65565f728fecbb8b8269ade108162669693dd6aab8635dba952f60
101,train,9e8923e8c12319da90c289c8e9e4d5e4b6ee57264f1554448194d0818a735c1e
102,train,b194176138d5af119af4dddba4d8665e21161973a41da01d464798e24fd65843
103,train,ae28f942a4c73bdada78dd8813a42335defde8c4cd7145082427ad535fc7ac83
104,final_test,fc5641969ec2dc64685bd3844c8a95abea5ab775dcc54578d4a2dc7af925dc3a
105,train,671c33520cb1a3f591f03876f82025a03da5b2ddfe177cb7aad754390d46725d
106,train,7e7aad1847134d8726d63935c6435b8d65e0cdce92eb1b1756c6e65b2b1aaa30
107,train,6b9e3adb8d6f47aa4e14a374501d83612b31a69e98cd89f3b846504eb6930614
108,train,bf35ba89624924f481155b3e31808a758f09620fd2ec1163816f983eeff72099
109,train,201e6a29f805e49a07ae34243c68cc1cd7faf1a18308dbd86f2c49291490c7c4
110,train,262c19584b37fdee483b5560007c85642ef76409f2c537cdb8ff6458304daae0
111,train,4aa182d21533bffd172bf3282dd2c4e540ae5ee81bbfe393aacfe553756f0976
112,train,85cf6b8ed5835f3b4ebfcf734e6db1353b9c3f5f2a77b693e36e7c9468ae1088
113,train,3fac57f1ac8c48a10c0e5dc915615bf0f1c47e3fc89c472a96c63461a2dbb938
114,train,99e4ed3feb0e0d7faab9ca4a7b29073ec9f4bac02fa96e1fba7eedddc2e1bb47
115,train,629ba7c3032d594e1f718a7e69dca317caeb3dcbdd2071e272a41c92baaf9ba2
116,train,9896a9c868d95c875625ece4d2544f53ccd4be13a9d0efc08427838e68ceecaa
117,final_test,f102fae12b4ddcdff395c1186e20fb205436f97a7cb7c99b0adbf13889a9f9f4
118,train,69961deddba665566d5d55408ee4a4b79b2d8659a6fd3bbcb1bfb1ca45a166ea
119,validation,eab87917ac9b8605bcf012e98e47f408ca3fb4688cd801a709730d109130ca44
120,train,910518f05bd7428ecd132d76f84084ea45405473a4dcbea2b9689ebb9be5760f
121,train,53515b9a23ae7234571bd7ef5af04115d49a6d2c9575efa019764ec5254d809b
122,train,6fb547c7dd8702c781e9594ae775132426cf9c64288d5900a08e728bedd8b3bc
123,train,8791c091fb693f6c912600203336776356a981283adf1985c2df8ed91855593f
124,train,d03b40f3a9d8271b9edebe7c8a35e95221501cebd6c4e8030996f1c47353bcb5
125,validation,d75426ca64d288814fd4e6fa69d44717d770b34f0766b4d8635bc9f42558977f
126,train,0067638003a3c18626bde54306e0836cafb064a6341bab732f29649a4313bc93
127,train,1a98c7a03bf2526cf80df33fc55a7c4247aa6463520eb3c504a1ba87661cb11f
128,validation,e4ef906cec5fdeeafe73c6f6b850d92b474a4765561ee9c9f75b737cdcda58a0
129,train,24d61dc691b51b5c76f83e6b33d5b179cfcf2f70fed2fd7a7e65ee534e1cf90e
130,validation,de5276bc61c7755ce55cf716258def99155d16f5ba12c6b69fa51e527ab56481
131,train,8ac61573ffb08b8d16c3fad4b3672ab0c8e49e49fa9e9170fe2d34d7328ed4cd
132,final_test,ffcefb311af69612c672d473571a042bca4a9ac42d54fa91cf4a3a523db8d202
133,train,a775d89c0814c91fab50653dc3210b7e3395de6c0e7d20d14f4cf8536d244a1b
134,train,36f089293d630c69c83a078c4929de5ce8fe86338ef2eef7a93e60211b4bde43
135,train,a561f510d2567f8e77327437bad6c6654583fe14175db2a8ac34c83809bbeff4
136,train,34b8ca96f02bf79e20bc730d175db62604318aab8d9d837b3fa68ecc1fe1e52d
137,train,29267b01dc9617a9abf6c8394ab4817cb9478bf0c112891f294c9eabe24bd8cf
138,train,cdfa8bcd27945c73d9c2a428badca09bb8fd8297b467ed1cbf223f2b53cd886c
139,train,4b527d6dcd5b231d0ed7f75486d010da7a628263358e2ff060b4e1cda68a8424
140,train,bf7d9ac21170580b7b0aec69d0404e6fa788b45ce62b83ee61f4ec2197546fab
141,train,a8a2b1bee2f99e5ec75ff8e557fd3dd3de1a4331ae40abbe4d13ac48392810e3
142,train,2f09b5db6cd4b773ede2fca7dbd4ccd7ca8d003b9e02aaceba4326d6a25a8f8b
143,train,315257c5523dd68c81b4e38502f8e6071eb829c6d07b509de383250e1af38bb6
144,validation,e24ca11c255fff89faaafa36932af4def2b5b0d2f47f1f6d3e8f9311a69b7b50
145,train,6d736234e4714d9bf5b3c05132723a59c41c555eef4577bd031f98321d6b520e
146,final_test,fffd134f86de5c4a1678a5be5846afbbf54ed0964ee072b64ea5f48b8ca3621c
147,train,62778b1838f0014544b29c28914c7390f6df499cdab519bccded5e3aea8e2239
148,train,cd710133d9b432e2074d76b926b2469b651459e897c0af8e794636f2a480db87
149,train,0df5c54da94e5d8491771bd3282393507d4ca22ac93654792e871d9504a25751
150,final_test,f483eec9d95cd8256a4d6f7931cb60c5705bd74833ffc93bb096d8c70bbbc5c8
151,train,aa3cace3edfd59d241764d9600d3737c5934324b8f9776d1e7a03747c4e25a1c
152,train,79223565874b6e6f40f65f3779b2dab4cfcb0c2272a73a45cfcdce00ece4eedb
153,validation,e87b554b45a6b12ffd1f5c9dd03326078212e79e01efc0cc4204df147c84a798
154,validation,e19dfffe30dbc7146b83873489cbd79a6dc1be42b4914c83429abbceb18a74bb
155,train,c83602bd5c7248aec8687f34d3b14046563fe9ae3c2572280f2cd0756203c82d
156,train,24775855689e9cb98e1be50c091be360d340278273dc88f619cbe075882314c8
157,train,33eefa9fa57ad5e25be72147d9495b358394bd5871f4fdec5c4b37043d818900
158,validation,d6da422e9d3bb02205b6c757cd1f74710ce43c3035e4317aaa9fa84a4016e7a4
159,train,b7990ee40d02ea1708a8ffe9be9346db96076db945db88ab69edb0cf1696db6e
160,train,9b769678f2576f462f5f486e07eb7c948e3a823d75f2248d05de1d5ff47705cb
161,train,5cda9571535e9dfb89138a5980580994f0e955cce4792ba0f43bd2e5856e4ddb
162,train,298e26a754529666a961a898a5d2d34c595c38b95939aa1db4edd74fe0de06fe
163,train,54b81b431e2c5d1d81e20875437ef6dd04e58149b6a076d731f69b674a1e2070
164,validation,e91e2ea2a5f2d4566c5d9ecf1c75e92a5e32f6d0f40e66630e1bc54dd7715e91
165,train,9c1c8e16f14aa5eddb7a7ef439cbbb4d15a81693f74740a9a5b36e068d41d092
166,train,8e4cd2db7890d7a904d6ff8afb73b903c8aaccbff879947e28b000a9fb126b2f
167,validation,e36e24293028b43c3eb277c6b4dd52ba70ca89f79d43e59455d3081cff732f98
168,train,d4414c1216351adb7401f33fc5c7890a230eb0d0aec2de9155fb720d5b3697d8
169,train,cff458a0c8b52a8db13204be9a5817583138a998dbaafe06cde485618f10abc4
170,train,5808df4bce7ebd27938b563f25ded9e1a5ab1e574a0cfeb578c76934dba2d26d
171,final_test,ec039f896c6fcf4cc21f3e16bd401fd2d1055ce29151f32e7a3f65846b421978
172,train,81019c1c828261d93373a0eafe291bf7017862183594ddfd95891eae74bb2379
173,train,1616ba4e4805c0db0d83d01730fa277f1837fca4d216ab6b098483b8b62ea295
174,train,8a631522ba16c77dec75a4cedead42f36ae7a295d092a21a8a8d3deb4f32cebe
175,final_test,f9a4e2358a53a9037d39ac1dfb2ff654dec322c665a180a05bc2f25b400d0ce8
176,train,22885e220aade984325ffe461b4a81e34a4fc4a729108a4c6bb8f55a026888ec
177,train,0666aeeec29e8f5fee15103cf2e75334e1dece7e9c91eeecb5aa4b8acfc80b57
178,train,c6ec539bb2dc350c216be9099c103af3daaf86e8b03d67c1eb036e31da33c73c
179,train,c438a4932496d05f4bca6bcc28af2cd086eb89b856c59b5fce7b5ebce346d010
180,train,bc64b9b4aecb6f41f2c6ebef3a1000c8b00e91af3fe39b8ef7b7347db8163580
181,train,5a9a2d0e59738cb51a73210998e74a70008ca74f61de13d0a3c84f9f374966c1
182,validation,eafd29cdef86c9683f05c0ea912c72545499b05a3de284d609838b62074c5dfc
183,train,480a4f2a72d58da02988a4be7064424c703b7ed152b0cad4d6bea52872046ae1
184,train,ceb4a23f9b470faa57efa0d7924a1b6650cc621c6e973cc1d51d2fbe9c40bc46
185,train,9d548771cfc7abb9b11b5cf8b52214a16e884dacc5d6908b6f5995ae66a9a27b
186,final_test,f602fa9aaa1f14fdfe0e9be522650f0604e2a4a16edb35b1f193598c2da24515
187,train,cb400bb9c8351e37141f53742a166e49322f9b89258eac84e9573307e005330b
188,train,54a4c5f621d4a95e051fc5ab0d6cad1f9b50c9a7d70ed979ad1ef55a0ef17f99
189,train,0010c8f9db85bdfc81cd3456700c8681574ea2c916bcb1a7b49ad4172012bbbd
190,train,06b55fb327e1f7c66207f356cc9b38fc5352bfe3e79a0cd3bf462959002e0b4e
191,train,6c04100f2602754ddf0acc9808cab86746ff8616fbd576e950d8c730a22725ec
192,train,aab5b403faeb8579b190c92f9c19cf8bf73b43163a5eb5e84ebb63f71c1b8279
193,final_test,f7e3fed02ed3cac4fcd62732c9ef40ec4d93cf6f6b435ae96fc66caad2d7aaa2
194,train,c9fcaf83e2235c3a6a2645045ab51b852c3270f8eb9409fcd96e590e3dd54964
195,train,236f9240d18f44cbbebfef34750c01bd5a1d05d04a80b170b5c54d0c7371060f
196,train,83c181ad2594d916cadba90f17a60c5cbd482f3295486876ac7ef605819969fb
197,train,91cba3bb328fb999c9cef910b2787ac12c6ee483e4d42406d4e7ea76d44586c1
198,final_test,f7cb913cbfd82b70af67422991500586e73b72897f87eb6983a0c5cc8df7603d
199,final_test,f3f243d24659e1b015861514f141ac1c17eee8b3cdfdffa88555b3af110f2fdc
200,train,a7725da684aab4cff7f726f256ea3eaf15c2f31f3a773c5e8b2c04a690624ae2
201,train,695920f98f0a7dbca6445113b810231e90e33a306bbaad804c791cb38efd1dcb
202,validation,e8be6b6a21448144088f0b2f6b68fe0517856ec6c783647d0160b0ad11885243
203,final_test,f13e1981ab4f7128d7d0903b1e3784c829a85b4a87debf47be74eaf995a9dc8c
204,train,8e721aca95ab52af9bab8911dd050c9e083fe0cd01e5e7ac0b202b1edec7f79a
205,train,73c3a28ff90f5bc7fcdac60814fc70ff0ecadcc39c17c8174006908b7674553f
206,train,44b5de1e3b5445cb6d7e0206e2145dfecc881a010431573601017dad449d3dc2
207,train,6e642eafc352ef9ff27300fc804cc340585ebcf436c0cc078808614bb218e8de
208,final_test,fb5adb30b3b094cf60fa2084087b422c6ea55fa637e77a4fb4e8a65d50d18d7a
209,train,4867ea7bbd682ef01de386163b8e8755ece3ec669454fce77b2ec865714cdae4
210,train,2540f9d602f27d652712057fd8d9c49d389ed9acb5c9b9aed468262a05d1ed5d
211,train,c46b4e6c7e5b825d78623fe60a8f7923f96b5faa8f19092691a12887d848cf8c
212,train,5621661f7ecc819bc3d99812f15d2924ca199d28cf99432bfc4bc2ffc5c8e907
213,train,0333e2c80c32924588adc2df315c63c46baadc844f086c1dad1efd8a1861a4df
214,train,6c6c31a2eb8486828f9a5de87d685b61882a6dff15d1e29e27805a4f7eb7bc69
215,train,c7f18151560568db7f198e806c89eb0d54c51d986210dd3471949a2df4605cf2
216,train,d45679686d0bbf583a4bf8cafedac442bd96315cb77c3c0f0e8c2c71131ce947
217,train,99da831388519064af3c988335608bc0abe5db85aff42845b26e969f9174c360
218,train,9b62cc091bb79a256bb1fe579e6a12255e95c5be1c27dd7d2668e01e385650fb
219,validation,d4dd8fede25e44afadd3963fa9daa9ae1cdbf90ae3c8c659d5e2dae888eb1059
220,train,be98dc340f3aad5cb67687a40c314f24defcfcf02a597ab077e4692a04f02136
221,train,380b40c4b910ca489bb90282262f1f4bfba5b9e1727967ef5615151b35d47ac0
222,train,5890352535718fc8139040490de83c6b9dfc5311622683c2f24360def08f9c46
223,train,0d5d7ab06e4536265d9b6a0e7056f18629c0d657fe5383d327d8a977eefcb271
224,train,42251894fe7e28af93ecf477c12db22c8b276e7843948325f7fe9c375d4508f5
225,train,a7b2b114e97f5594f118019d733d35d2daf85810e4284278fb56ac183f4228a7
226,train,82213a2e3f98d2b296ab3686ede2d47bd34d608ad88fecc699dbe05dbd0348c2
227,train,4c0cc4b10dfc9b2d20b16705263a0701c412c7967140e92d97c4cc3f92fd6227
228,train,0a0bef247da3939861a080db530377c9163f7a31b4c445e06159ac8d99df39a4
229,train,1b33793cc211046afcd1b10a86555f80a1368d54693adb74d851013d1fd68fa8
230,train,a17eface6d3fd40e0e6cb9729185ffc3053893e9a892700c8c58ddea73243d12
231,train,6a89a096c117201f1e9b185e161b7917db56e08f7c69e91058d7c8edf4f16dc7
232,train,1bdf7da64c010d58f081bb9c456dda7e5eb9475d6559354dbc7a529bdc5480ee
233,train,6a7df14b92ab94fc4f4dc0f0082718ad2f6eccc69c2d20ac746f5cfd941734c3
234,train,3accb50fab75bdc0b138a53c22c8435c8c288f28a5af8e23ef45397654fdeaed
235,train,0020b709f632a6911f74132a9befb731db0076cb389d30461ab74d2439656588
236,train,5d847892b0f1e22f0e8205228b0e75de6d7be1393f39ce92a151d1aa786abb04
237,final_test,fcfcc03982b3c26becf75f2735f0a51ce524ca934855e724802b89347ee05272
238,train,900626d0dcaff60e78bced67547496beba1bf34906a4ca76d1864f8ca7cd469f
239,train,2ed59320170cfd6c975d06054fceaa33784def299796deb04407452028d15cc1
240,train,9a9b23a24060549c60b6fb4ecf8e55f10243e6995273160e4adfab84abeb2d5d
241,train,0bcd9568828d6143b538f57bded965b24d9fcd8ff7ce74946d656f36f5990aac
242,train,86f0a45406791f0f8276e4003d66f9c5108ce682d933364fe2f7b4a5ac6da4f2
243,train,64d2e7248e07f06c6919ef736f8aa1d38fb5a83bb5e955f5be6cf123a31809d3
244,validation,e8c1f1d9db0ebc3d94a0f6d401c0cc74f2933db27805aa5f7c161d4c492d71ee
245,train,85ccd5a583dc2f030af38cb008573512de6ecd0b623dd9d94df635939f691eaf
246,validation,d5301d1dbfae947472c879a0757e5190b2e0bbaa403e8cde247a8c27f64121f8
247,train,cd58c944d9e7f53a3d6ccd0b23ad03cd9f623ea64b239c6f3713305d66628767
248,train,b9f85a76e8bb31baecf7fa4794e403f101dacc9659060f5f2033e40aa349e2f8
249,train,76cb47b6a3e557574825683f86fd1842d1648741672f8fb8324593419559393a
250,train,2127f1f1cd7fbb0c24b289e7ae6be049b75bc3fb525a49c94caea5a880a0fdd7
251,train,c49675cfb84378ea6eb764d9cc41592a71134f2849c59cdcc53df250281a50ed
252,train,206ab8e688fc9e73f011d1eb9968ca3ca275f415f13170fe3fc507e50f0bb6b3
253,train,31f9ad701a3e9fc5aa9b420be3e6662d60c3d8611a7d8cee801ce876d520dbc0
254,train,48bb2a22439653f061124c81bb551878e6d2ec06abd19191a3cedf3c4020fdd3
255,train,1ff2797316c6919d30968e1fcbfba1a7355e06101ca0d7bc36da0582d075b9ac
256,validation,d5d4d290263736cf5ae9b424a73a266454a6c3bc4da6e2fbdb0393126d72a07d
257,final_test,edf0687f40abf3cb0535e95f011c91134d04ad7e5c1d1ec63a6b43f6b45f6e79
258,train,4ecb0cbdff6000c6eb4628274466704e44b65f3a18cea35853b6abed1ea5f128
259,train,4c143989a5e61ff9bc9a3f1be53dfa6610a745dfb09ee4d243778dd8a973112c
260,train,735bf95d83ddcba35f535ad6094bd1d8ddd2214d04fbcfc39e3ec1bdb7b27aaa
261,train,484dff116b02077ee18f5aca44397d7b5ff82bec96d16d2845951fbddcc6d866
262,train,b3ecac9101c78558edd11e5b1ccc124017ad6b96f0c7983a55a1e450c075c2aa
263,train,64b1605f4dae01930e1e73dd3003e645e00963d1a0a712ec597939e8d4cdb66b
264,train,668d95f34f7a9996c586cc94cc538742ee7bdfa4d73a32af35c2cb5d8a530a7c
265,train,0c5341cb169e096a2856579e347623595e9fb6e2f607ded92390a7a4c1323b88
266,train,830ee19dc4d34fa1e71ac193fef6e5c1b511a4d3761b2b945121d3668dcbf8c0
267,train,248314495e0006a22c19d5e2693913274f80a4de7a96836e6eb5f40cecf72e88
268,train,51e4fc7f99a5979e9563b32262a89585ee56428d5eb6d702ce181dd9be488ae7
269,train,0658a133139662c96224434696291528cc72aaecec5fe2779b1f72b1f3f4db6e
270,train,281bc54944be5e1b6c7353a308a18b87b588c672f8700a246713f2356486fcc3
271,train,6cac011e3699276932db6c14b87be5701f1b2b5bf7d235bda6eb5b1ebcd471dc
272,final_test,fca7e0ea77ec96bb30a70b8d190027cbda59a4974cad0e9b13f9d32432e2991a
273,train,36a8be89f75f279f40532924866e6ca494ca36bb26e2b7494afac2f5391d830d
274,train,c001f9980fac7ae1e7d3106ef6a447e655e6d19808216b6834a013419774a9d6
275,validation,eba19808b0cc737c3045f0b9810b0f9d24e9739afa2087b27c989311b71f58f7
276,train,01045d5d0c54cef763034ae04fa1fb571a72f2884fdb0757a7f8754fb3d1e3d3
277,train,827e2a1fd51bb14d751604593e3b26b4c66473a8468857c49f631e0624392f65
278,validation,d86c52280fed45f76889a5eb19f2b5d4e8e6a925d8c7114f03ad19c104b13c05
279,train,7ac435a5fca5786517f6718a7b6a0c145dd4edc47f1b3e6f0bea01002fcb97e1
280,train,bc3ac0bd82b89512169c87fc24a168d99441ce758e37594aa5461e411843ff5d
281,train,3d50e82abcde47123da92872d545ee11e928360e9b27c9d0043a88f37b1f0088
282,train,046c5b81bac8fe5b4702e725f320b51385f031b5cc48d4eff9cddd3a7d1f939c
283,train,033f5b7d79e2a49713c5f6437e6d49281f162e4ab49861671fa9da5630727e10
284,train,6da9442bebf3c3aed5d86a986b755c4f4f48c29d3a20003903704dcf8232758e
285,train,56cc2fffe5b821a8e765832b52f07903f9d8cf026c79af3dbb20fb9249e98ff7
286,train,ac4e8f0b1b8051322f9902444c594463599ec43f3a0377f31d8309e6dc146a25
287,train,71cd3bb88f20b2b10e7554e85e885498d819ea7c6138d7612973d63c24b2ba3b
288,train,ca3ef78a553398ff436482ca1c6fbfaa650ee6e7f18daa52269e7f57de7b0073
289,train,7084789fa6adcb0a9a932c30450c9b06625cebec784458376f39bd77fc0b7de3
290,train,46e2d6fa60c208476c0767f6fac77943da79789814224a779b4a8ac3bc230d28
291,train,15c5db54a0d13c599bf9ebe7852b5c2d7c60501725078cfe399c9e9e373174dc
292,train,0705254eb0f4ad2e2e8f6ca912d17c6ad09f0efe285b33b0b446b20e3e4cbea0
293,train,438c7023287dcb2376adf27ca529dfd3b983556da37789529aa4dbfaba60a343
294,train,d197df52f04bc611aaf647bfc156eb2f142eea1081d33096528150776f38954b
295,train,72f9bd7cd00ad18d5241f48387c67abdbde48bb70cb4e93ab57590c1b5902872
