relative_audio_path,speaker_id,speaker_label,final_split,filename_group
augmented_dataset/1/aug_train-00033-of-00803_185.wav,1,0,train,train
augmented_dataset/1/aug_train-00033-of-00803_188.wav,1,0,train,train
augmented_dataset/1/aug_train-00033-of-00803_192.wav,1,0,train,train
augmented_dataset/1/aug_train-00033-of-00803_215.wav,1,0,train,train
augmented_dataset/1/aug_train-00033-of-00803_219.wav,1,0,train,train
augmented_dataset/1/aug_train-00033-of-00803_221.wav,1,0,train,train
augmented_dataset/1/aug_train-00033-of-00803_222.wav,1,0,train,train
augmented_dataset/1/aug_train-00033-of-00803_228.wav,1,0,train,train
augmented_dataset/1/aug_train-00033-of-00803_229.wav,1,0,train,train
augmented_dataset/1/aug_train-00033-of-00803_232.wav,1,0,train,train
augmented_dataset/1/aug_train-00033-of-00803_235.wav,1,0,train,train
augmented_dataset/1/aug_train-00033-of-00803_243.wav,1,0,train,train
augmented_dataset/1/aug_train-00033-of-00803_32.wav,1,0,train,train
augmented_dataset/1/aug_train-00033-of-00803_39.wav,1,0,train,train
augmented_dataset/1/aug_train-00033-of-00803_41.wav,1,0,train,train
augmented_dataset/1/aug_train-00033-of-00803_43.wav,1,0,train,train
augmented_dataset/1/aug_train-00033-of-00803_45.wav,1,0,train,train
augmented_dataset/1/aug_train-00033-of-00803_72.wav,1,0,train,train
augmented_dataset/1/aug_train-00033-of-00803_75.wav,1,0,train,train
augmented_dataset/1/aug_train-00033-of-00803_76.wav,1,0,train,train
augmented_dataset/1/aug_train-00033-of-00803_8.wav,1,0,train,train
augmented_dataset/1/aug_train-00033-of-00803_84.wav,1,0,train,train
augmented_dataset/1/aug_train-00033-of-00803_86.wav,1,0,train,train
augmented_dataset/1/aug_train-00033-of-00803_9.wav,1,0,train,train
augmented_dataset/1/aug_train-00033-of-00803_98.wav,1,0,train,train
augmented_dataset/1/aug_train-00033-of-00803_99.wav,1,0,train,train
augmented_dataset/2/aug_train-00061-of-00803_1000.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_1003.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_1006.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_1012.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_1018.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_1020.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_1036.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_1050.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_1054.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_1058.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_1062.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_1064.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_1072.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_1075.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_1089.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_1094.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_1103.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_1109.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_1124.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_1127.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_1130.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_1142.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_1159.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_1165.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_792.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_800.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_818.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_825.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_828.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_831.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_832.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_833.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_837.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_839.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_841.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_843.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_846.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_847.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_849.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_893.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_904.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_906.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_909.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_913.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_916.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_921.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_932.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_938.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_943.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_947.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_950.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_961.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_967.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_974.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_980.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_983.wav,2,1,train,train
augmented_dataset/2/aug_train-00061-of-00803_994.wav,2,1,train,train
augmented_dataset/4/aug_train-00098-of-00803_1156.wav,4,2,train,train
augmented_dataset/4/aug_train-00098-of-00803_1159.wav,4,2,train,train
augmented_dataset/4/aug_train-00098-of-00803_1160.wav,4,2,train,train
augmented_dataset/4/aug_train-00098-of-00803_1162.wav,4,2,train,train
augmented_dataset/4/aug_train-00098-of-00803_1163.wav,4,2,train,train
augmented_dataset/4/aug_train-00098-of-00803_1167.wav,4,2,train,train
augmented_dataset/4/aug_train-00098-of-00803_1173.wav,4,2,train,train
augmented_dataset/5/aug_train-00025-of-00803_261.wav,5,3,train,train
augmented_dataset/5/aug_train-00025-of-00803_268.wav,5,3,train,train
augmented_dataset/5/aug_train-00025-of-00803_271.wav,5,3,train,train
augmented_dataset/5/aug_train-00025-of-00803_272.wav,5,3,train,train
augmented_dataset/5/aug_train-00025-of-00803_277.wav,5,3,train,train
augmented_dataset/5/aug_train-00025-of-00803_278.wav,5,3,train,train
augmented_dataset/5/aug_train-00025-of-00803_279.wav,5,3,train,train
augmented_dataset/5/aug_train-00025-of-00803_284.wav,5,3,train,train
augmented_dataset/5/aug_train-00025-of-00803_287.wav,5,3,train,train
augmented_dataset/12/aug_train-00065-of-00803_1000.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_1005.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_1009.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_1010.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_1017.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_1018.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_1029.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_1031.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_1039.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_1041.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_1042.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_1048.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_1053.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_1058.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_1061.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_1070.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_1083.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_1085.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_1093.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_773.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_784.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_786.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_789.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_792.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_794.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_799.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_803.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_806.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_809.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_811.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_813.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_814.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_817.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_820.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_824.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_828.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_829.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_833.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_836.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_854.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_855.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_862.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_864.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_865.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_866.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_868.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_869.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_870.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_871.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_876.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_883.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_885.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_892.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_896.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_897.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_900.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_919.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_923.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_926.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_933.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_935.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_944.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_947.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_953.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_954.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_970.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_972.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_974.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_975.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_977.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_981.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_982.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_987.wav,12,4,train,train
augmented_dataset/12/aug_train-00065-of-00803_991.wav,12,4,train,train
augmented_dataset/14/aug_train-00058-of-00803_371.wav,14,5,train,train
augmented_dataset/14/aug_train-00058-of-00803_372.wav,14,5,train,train
augmented_dataset/14/aug_train-00058-of-00803_376.wav,14,5,train,train
augmented_dataset/14/aug_train-00058-of-00803_384.wav,14,5,train,train
augmented_dataset/14/aug_train-00058-of-00803_387.wav,14,5,train,train
augmented_dataset/15/aug_train-00025-of-00803_1003.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1005.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1006.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1009.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1011.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1014.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1018.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1027.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1029.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1030.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1033.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1039.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1043.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1047.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1048.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1050.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1057.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1063.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1065.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1066.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1068.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1077.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1079.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1088.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1089.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1099.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1106.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1109.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1113.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1114.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1116.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1126.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1127.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1129.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1139.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1147.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1152.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1156.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1158.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1159.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1175.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1176.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1178.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1182.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1191.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1193.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1194.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1195.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1196.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1202.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1203.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1205.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1206.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1211.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1212.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1214.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1215.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1227.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1230.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1238.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1241.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1249.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1253.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1259.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1262.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1270.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1272.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1276.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1283.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1290.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1292.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_1296.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_301.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_303.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_305.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_308.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_309.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_310.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_312.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_315.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_317.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_330.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_331.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_333.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_346.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_355.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_360.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_364.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_365.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_366.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_372.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_373.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_375.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_377.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_379.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_386.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_395.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_401.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_408.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_414.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_417.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_422.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_425.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_427.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_437.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_447.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_448.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_449.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_450.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_451.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_464.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_466.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_475.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_476.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_480.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_483.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_488.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_489.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_490.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_507.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_511.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_526.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_529.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_530.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_532.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_533.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_536.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_538.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_539.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_540.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_541.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_547.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_548.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_552.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_555.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_556.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_557.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_565.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_568.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_596.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_598.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_604.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_607.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_608.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_612.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_613.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_616.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_617.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_623.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_624.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_629.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_630.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_637.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_650.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_653.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_656.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_659.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_666.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_676.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_677.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_689.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_690.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_692.wav,15,6,train,train
augmented_dataset/15/aug_train-00025-of-00803_700.wav,15,6,train,train
